Assessment_ID,Event_ID,Location_ID,District,Response_Zone,Assessment_Window,Hours_Since_Disaster,Simulation_ID,Latitude,Longitude,Hub_ID,Distance_to_Hub_km,Population_Baseline,Population_Affected_Est,Affected_Population_pct,Fatalities_Est,Injured_Est,Houses_Damaged_Est,Severity_Score,Infrastructure_Damage_Score,Accessibility_Score,Medical_Urgency_Score,Rainfall_mm,Wind_Speed_kmph,Temperature_C,Flood_Depth_m,River_Level_m,Storm_Surge_m,Wave_Height_m,Burned_Area_km2,Rainfall_Deficit_pct,Slope_Risk_Score,Rescue_Cases_Est,Road_Access_Score,Estimated_Travel_Time_min,Estimated_Relief_Time_min,Food_Required_packets,Water_Required_Liters,Medical_Kits_Required,Shelter_Spaces_Required,Priority_Score,Priority_Level,Required_Rescue_Personnel,Required_Distribution_Personnel,Required_Medical_Personnel,Recommended_Total_Personnel
ASM000217,EVT002,LOC004,Cuddalore,Cuddalore Response Zone,T+12h,12,SIM002,11.748,79.7714,HUB002,0.0,450000,228026,50.67,73,5984,25600,66.02,47.49,76.86,54.94,411.47,96.76,24.53,2.13,5.07,3.11,0.0,0.0,0.0,0.0,6000,76.86,10.0,1142.88,702195,2064560,9656,97556,55.7,Moderate,750,711,244,1705
ASM000218,EVT002,LOC004,Cuddalore,Cuddalore Response Zone,T+12h,12,SIM003,11.748,79.7714,HUB002,0.0,450000,237874,52.86,86,3093,54307,63.94,55.69,68.34,49.58,290.45,125.81,28.12,2.5,4.85,2.46,0.0,0.0,0.0,0.0,5987,68.34,10.0,1241.8,811165,663009,5693,64341,55.01,Moderate,749,741,128,1618
ASM000219,EVT002,LOC004,Cuddalore,Cuddalore Response Zone,T+12h,12,SIM004,11.748,79.7714,HUB002,0.0,450000,250368,55.64,30,4466,25165,75.06,53.67,73.14,66.5,318.61,121.24,28.2,2.37,7.73,3.86,0.0,0.0,0.0,0.0,7832,73.14,10.0,1289.49,835106,1416424,8490,65913,62.0,High,979,819,185,1983
ASM000220,EVT002,LOC004,Cuddalore,Cuddalore Response Zone,T+12h,12,SIM005,11.748,79.7714,HUB002,0.0,450000,255234,56.72,43,2712,34271,70.31,49.88,70.33,54.57,235.8,127.83,27.47,2.39,5.87,3.46,0.0,0.0,0.0,0.0,7318,70.33,10.0,1299.43,942519,1065409,5738,67577,56.72,Moderate,915,809,114,1838
ASM000221,EVT002,LOC004,Cuddalore,Cuddalore Response Zone,T+24h,24,SIM001,11.748,79.7714,HUB002,0.0,450000,255792,56.84,64,3965,72020,79.84,85.52,58.89,60.68,303.77,130.95,27.54,1.83,4.91,2.18,0.0,0.0,0.0,0.0,8674,58.89,10.0,1408.51,1662276,1423106,20851,144619,68.9,High,1085,832,164,2081
ASM000222,EVT002,LOC004,Cuddalore,Cuddalore Response Zone,T+24h,24,SIM002,11.748,79.7714,HUB002,0.0,450000,262659,58.37,51,6795,54741,79.43,69.38,61.22,63.33,301.33,138.13,24.67,1.91,6.61,3.29,0.0,0.0,0.0,0.0,8848,61.22,10.0,1400.95,738822,1379464,10280,111825,67.85,High,1106,850,278,2234
ASM000223,EVT002,LOC004,Cuddalore,Cuddalore Response Zone,T+24h,24,SIM003,11.748,79.7714,HUB002,0.0,450000,280403,62.31,34,4500,37346,86.87,61.55,62.35,62.14,313.68,131.58,26.38,1.66,7.2,2.9,0.0,0.0,0.0,0.0,10594,62.35,10.0,1470.29,1338089,1336421,14967,77133,67.9,High,1325,920,186,2431
ASM000224,EVT002,LOC004,Cuddalore,Cuddalore Response Zone,T+24h,24,SIM004,11.748,79.7714,HUB002,0.0,450000,282922,62.87,87,8251,68023,85.57,79.36,63.92,70.35,351.1,115.83,29.73,2.02,5.77,2.04,0.0,0.0,0.0,0.0,10487,63.92,10.0,1564.71,849840,2726050,14136,270243,73.52,High,1311,951,336,2598
ASM000225,EVT002,LOC004,Cuddalore,Cuddalore Response Zone,T+24h,24,SIM005,11.748,79.7714,HUB002,0.0,450000,256452,56.99,60,6833,54749,77.94,68.29,64.24,65.62,338.91,134.56,27.75,1.31,7.58,1.89,0.0,0.0,0.0,0.0,8429,64.24,10.0,1380.95,950124,1934557,15763,156815,67.11,High,1054,840,279,2173
ASM000226,EVT002,LOC004,Cuddalore,Cuddalore Response Zone,T+36h,36,SIM001,11.748,79.7714,HUB002,0.0,450000,286930,63.76,39,5826,73183,88.22,74.56,62.73,73.31,251.29,119.57,26.83,1.87,6.96,2.85,0.0,0.0,0.0,0.0,11053,62.73,10.0,1596.87,1488842,1798418,22905,195875,73.92,High,1382,964,240,2586
ASM000227,EVT002,LOC004,Cuddalore,Cuddalore Response Zone,T+36h,36,SIM002,11.748,79.7714,HUB002,0.0,450000,277110,61.58,56,6345,57509,79.08,60.92,73.16,66.8,400.24,119.03,30.61,1.82,6.7,3.1,0.0,0.0,0.0,0.0,9282,73.16,10.0,1496.67,1146050,2318925,17339,202688,66.79,High,1161,920,260,2341
ASM000228,EVT002,LOC004,Cuddalore,Cuddalore Response Zone,T+36h,36,SIM003,11.748,79.7714,HUB002,0.0,450000,290404,64.53,117,4385,78950,91.99,84.04,56.92,71.66,379.22,134.14,29.24,2.42,5.89,3.01,0.0,0.0,0.0,0.0,11789,56.92,10.0,1639.58,985701,1276091,9063,146986,76.05,Critical,1474,986,182,2642
ASM000229,EVT002,LOC004,Cuddalore,Cuddalore Response Zone,T+36h,36,SIM004,11.748,79.7714,HUB002,0.0,450000,290404,64.53,105,6147,78069,89.17,76.25,62.15,69.53,305.27,152.08,26.46,2.02,6.18,2.38,0.0,0.0,0.0,0.0,11338,62.15,10.0,1618.02,1052780,1304292,13917,151097,74.35,High,1418,969,252,2639
ASM000230,EVT002,LOC004,Cuddalore,Cuddalore Response Zone,T+36h,36,SIM005,11.748,79.7714,HUB002,0.0,450000,290404,64.53,104,3041,33511,87.27,61.65,63.51,67.94,334.4,118.47,28.1,1.86,8.09,2.61,0.0,0.0,0.0,0.0,11034,63.51,10.32,1526.84,1385287,1008094,10332,52241,68.48,High,1380,969,128,2477
ASM000231,EVT002,LOC004,Cuddalore,Cuddalore Response Zone,T+48h,48,SIM001,11.748,79.7714,HUB002,0.0,450000,290404,64.53,66,2766,50728,87.26,67.66,65.75,64.57,286.11,145.66,28.52,1.98,6.72,2.46,0.0,0.0,0.0,0.0,11034,65.75,10.0,1556.4,1044868,1487060,8510,114445,68.47,High,1380,965,117,2462
ASM000232,EVT002,LOC004,Cuddalore,Cuddalore Response Zone,T+48h,48,SIM002,11.748,79.7714,HUB002,0.0,450000,286320,63.63,71,7978,60626,83.75,73.58,60.85,68.38,358.77,119.4,25.22,2.2,5.94,2.66,0.0,0.0,0.0,0.0,10325,60.85,10.0,1544.03,1234557,1852212,32675,165849,72.01,High,1291,942,325,2558
ASM000233,EVT002,LOC004,Cuddalore,Cuddalore Response Zone,T+48h,48,SIM003,11.748,79.7714,HUB002,0.0,450000,280939,62.43,94,6680,62416,87.23,70.61,67.72,76.67,321.6,127.75,28.14,2.18,6.66,1.88,0.0,0.0,0.0,0.0,10669,67.72,10.0,1553.79,1180421,1774427,27123,166468,73.18,High,1334,952,274,2560
ASM000234,EVT002,LOC004,Cuddalore,Cuddalore Response Zone,T+48h,48,SIM004,11.748,79.7714,HUB002,0.0,450000,275926,61.32,29,7785,68358,82.48,78.94,58.54,67.25,286.98,135.07,28.1,1.66,6.31,3.57,0.0,0.0,0.0,0.0,9757,58.54,10.0,1514.17,997078,1808944,24361,179109,72.02,High,1220,913,318,2451
ASM000235,EVT002,LOC004,Cuddalore,Cuddalore Response Zone,T+48h,48,SIM005,11.748,79.7714,HUB002,0.0,450000,290404,64.53,44,5697,33630,87.33,60.03,68.38,63.83,331.51,156.23,30.02,2.07,6.16,2.67,0.0,0.0,0.0,0.0,11045,68.38,10.0,1525.92,1856919,1214798,41411,63516,69.0,High,1381,968,234,2583
ASM000236,EVT002,LOC004,Cuddalore,Cuddalore Response Zone,T+72h,72,SIM001,11.748,79.7714,HUB002,0.0,450000,268068,59.57,102,3144,30996,76.11,54.36,61.59,58.38,248.68,109.24,31.48,2.0,5.84,2.65,0.0,0.0,0.0,0.0,8541,61.59,11.61,1384.52,1233490,1914852,13672,91489,61.57,High,1068,875,131,2074
ASM000237,EVT002,LOC004,Cuddalore,Cuddalore Response Zone,T+72h,72,SIM002,11.748,79.7714,HUB002,0.0,450000,242440,53.88,49,6514,54082,75.11,65.8,62.56,66.24,455.93,132.0,26.42,2.0,6.43,3.19,0.0,0.0,0.0,0.0,7591,62.56,11.85,1307.09,653837,1560755,13098,125092,65.35,High,949,788,267,2004
ASM000238,EVT002,LOC004,Cuddalore,Cuddalore Response Zone,T+72h,72,SIM003,11.748,79.7714,HUB002,0.0,450000,261945,58.21,72,5652,60760,75.55,73.59,60.92,58.68,309.14,138.38,30.1,1.65,4.68,2.23,0.0,0.0,0.0,0.0,8266,60.92,10.0,1409.06,1100626,1954775,21473,171965,66.67,High,1034,851,231,2116
ASM000239,EVT002,LOC004,Cuddalore,Cuddalore Response Zone,T+72h,72,SIM004,11.748,79.7714,HUB002,0.0,450000,260389,57.86,38,5576,51095,78.53,67.12,67.61,64.43,358.53,141.38,28.84,1.52,5.13,2.12,0.0,0.0,0.0,0.0,8643,67.61,10.86,1395.53,930098,987742,16971,75106,66.77,High,1081,855,229,2165
ASM000240,EVT002,LOC004,Cuddalore,Cuddalore Response Zone,T+72h,72,SIM005,11.748,79.7714,HUB002,0.0,450000,232602,51.69,27,5785,62296,74.47,69.65,64.11,69.17,271.16,171.81,28.65,2.3,4.81,1.76,0.0,0.0,0.0,0.0,7201,64.11,10.0,1284.47,1113630,1543153,27817,140529,65.76,High,901,765,238,1904
ASM000241,EVT002,LOC009,Kancheepuram,Kancheepuram Response Zone,T+0h,0,SIM001,12.8342,79.7036,HUB001,67.38,600000,264686,44.11,74,3697,52325,48.77,49.76,66.08,45.97,287.76,89.53,26.71,1.34,3.04,1.61,0.0,0.0,0.0,0.0,4454,66.08,147.09,1449.58,776814,943332,5351,64885,47.24,Moderate,557,796,152,1505
ASM000242,EVT002,LOC009,Kancheepuram,Kancheepuram Response Zone,T+0h,0,SIM002,12.8342,79.7036,HUB001,67.38,600000,230995,38.5,45,3408,32594,46.55,43.7,60.0,43.56,190.66,75.24,28.66,1.23,6.42,2.49,0.0,0.0,0.0,0.0,3604,60.0,161.62,1276.89,771844,982851,5932,42730,44.28,Low,451,693,140,1284
ASM000243,EVT002,LOC009,Kancheepuram,Kancheepuram Response Zone,T+0h,0,SIM003,12.8342,79.7036,HUB001,67.38,600000,240490,40.08,26,2858,38846,49.6,50.32,57.76,38.87,217.87,110.95,25.34,1.7,5.61,2.54,0.0,0.0,0.0,0.0,4155,57.76,162.56,1321.98,916907,1320746,5948,67463,45.29,Moderate,520,710,118,1348
ASM000244,EVT002,LOC009,Kancheepuram,Kancheepuram Response Zone,T+0h,0,SIM004,12.8342,79.7036,HUB001,67.38,600000,258036,43.01,75,2245,38651,49.76,45.62,55.55,39.81,338.0,89.18,29.58,2.01,5.82,1.34,0.0,0.0,0.0,0.0,4482,55.55,166.1,1413.53,1057855,1248603,5230,64494,44.96,Low,561,775,94,1430
ASM000245,EVT002,LOC009,Kancheepuram,Kancheepuram Response Zone,T+0h,0,SIM005,12.8342,79.7036,HUB001,67.38,600000,258852,43.14,52,3233,51796,55.29,48.05,71.24,44.23,150.18,122.37,28.62,2.34,5.65,2.31,0.0,0.0,0.0,0.0,5283,71.24,148.93,1442.85,712142,997714,4219,69487,47.45,Moderate,661,789,134,1584
ASM000246,EVT002,LOC009,Kancheepuram,Kancheepuram Response Zone,T+3h,3,SIM001,12.8342,79.7036,HUB001,67.38,600000,286616,47.77,36,4915,51100,59.74,62.12,58.34,54.36,206.19,83.31,28.45,2.59,4.81,2.91,0.0,0.0,0.0,0.0,6551,58.34,163.18,1605.08,948336,1433584,8812,95139,56.05,Moderate,819,896,202,1917
ASM000247,EVT002,LOC009,Kancheepuram,Kancheepuram Response Zone,T+3h,3,SIM002,12.8342,79.7036,HUB001,67.38,600000,248176,41.36,69,4541,29458,47.82,42.96,68.14,41.76,214.78,113.56,25.71,1.99,3.95,2.52,0.0,0.0,0.0,0.0,4046,68.14,145.01,1319.7,774192,793238,7078,31352,45.16,Moderate,506,736,186,1428
ASM000248,EVT002,LOC009,Kancheepuram,Kancheepuram Response Zone,T+3h,3,SIM003,12.8342,79.7036,HUB001,67.38,600000,263376,43.9,70,4521,52048,51.84,52.21,61.14,48.69,145.64,77.64,26.23,1.87,5.33,2.65,0.0,0.0,0.0,0.0,4876,61.14,152.61,1458.96,801175,1697828,6983,116147,50.03,Moderate,610,798,185,1593
ASM000249,EVT002,LOC009,Kancheepuram,Kancheepuram Response Zone,T+3h,3,SIM004,12.8342,79.7036,HUB001,67.38,600000,252196,42.03,69,5431,35711,50.78,35.83,71.62,46.7,230.87,116.02,27.5,1.89,3.97,2.57,0.0,0.0,0.0,0.0,4522,71.62,140.52,1363.84,1241039,1095664,17119,54224,46.15,Moderate,566,764,222,1552
ASM000250,EVT002,LOC009,Kancheepuram,Kancheepuram Response Zone,T+3h,3,SIM005,12.8342,79.7036,HUB001,67.38,600000,250130,41.69,23,6157,34627,54.43,53.22,57.97,43.93,314.61,76.66,26.67,2.08,5.08,2.02,0.0,0.0,0.0,0.0,4987,57.97,157.93,1371.74,946567,1605050,12945,73295,50.68,Moderate,624,755,250,1629
ASM000251,EVT002,LOC009,Kancheepuram,Kancheepuram Response Zone,T+6h,6,SIM001,12.8342,79.7036,HUB001,67.38,600000,300915,50.15,72,4895,66051,54.92,58.0,55.94,47.43,258.08,115.78,26.64,1.8,6.2,3.13,0.0,0.0,0.0,0.0,6080,55.94,166.31,1670.69,817114,1300011,6345,111623,53.35,Moderate,760,916,200,1876
ASM000252,EVT002,LOC009,Kancheepuram,Kancheepuram Response Zone,T+6h,6,SIM002,12.8342,79.7036,HUB001,67.38,600000,279609,46.6,66,4377,34570,56.86,53.94,56.43,49.24,185.13,111.2,30.91,1.66,4.91,1.78,0.0,0.0,0.0,0.0,5948,56.43,163.65,1533.06,1179772,1192923,11071,54597,52.46,Moderate,744,870,180,1794
ASM000253,EVT002,LOC009,Kancheepuram,Kancheepuram Response Zone,T+6h,6,SIM003,12.8342,79.7036,HUB001,67.38,600000,285010,47.5,89,3889,28972,56.93,43.58,65.64,41.87,304.86,111.47,27.03,1.65,4.93,2.55,0.0,0.0,0.0,0.0,6074,65.64,151.16,1508.77,1530342,1105951,13704,43925,48.48,Moderate,760,862,160,1782
ASM000254,EVT002,LOC009,Kancheepuram,Kancheepuram Response Zone,T+6h,6,SIM004,12.8342,79.7036,HUB001,67.38,600000,273119,45.52,66,6998,48754,57.52,52.09,58.6,54.36,311.27,127.91,27.24,2.17,4.17,2.75,0.0,0.0,0.0,0.0,5908,58.6,155.09,1523.06,1181101,1643379,18744,106903,54.09,Moderate,739,848,285,1872
ASM000255,EVT002,LOC009,Kancheepuram,Kancheepuram Response Zone,T+6h,6,SIM005,12.8342,79.7036,HUB001,67.38,600000,274465,45.74,54,2707,68437,60.54,63.82,55.76,48.67,218.5,74.26,26.0,1.86,4.25,1.79,0.0,0.0,0.0,0.0,6394,55.76,160.17,1567.66,717985,1154149,3335,102233,53.67,Moderate,800,843,113,1756
ASM000256,EVT002,LOC009,Kancheepuram,Kancheepuram Response Zone,T+12h,12,SIM001,12.8342,79.7036,HUB001,67.38,600000,294153,49.03,103,3165,36629,63.99,47.06,60.12,50.89,221.75,146.42,28.65,1.63,4.67,3.19,0.0,0.0,0.0,0.0,7411,60.12,152.65,1604.78,954772,1642569,5438,82987,52.84,Moderate,927,921,131,1979
ASM000257,EVT002,LOC009,Kancheepuram,Kancheepuram Response Zone,T+12h,12,SIM002,12.8342,79.7036,HUB001,67.38,600000,287962,47.99,57,6232,30752,63.71,53.68,47.11,50.4,342.25,119.57,26.58,1.01,4.27,2.27,0.0,0.0,0.0,0.0,7211,47.11,174.88,1579.36,1325739,1271590,18054,52724,56.8,Moderate,902,893,254,2049
ASM000258,EVT002,LOC009,Kancheepuram,Kancheepuram Response Zone,T+12h,12,SIM003,12.8342,79.7036,HUB001,67.38,600000,282136,47.02,104,7057,58332,62.42,61.55,56.48,52.67,276.54,88.65,28.77,2.09,4.71,2.42,0.0,0.0,0.0,0.0,6865,56.48,158.92,1600.03,872285,858161,11352,65575,57.37,Moderate,859,884,287,2030
ASM000259,EVT002,LOC009,Kancheepuram,Kancheepuram Response Zone,T+12h,12,SIM004,12.8342,79.7036,HUB001,67.38,600000,293655,48.94,106,6122,57326,63.39,57.19,53.53,48.88,322.08,99.58,25.79,1.62,5.99,2.06,0.0,0.0,0.0,0.0,7302,53.53,163.75,1640.7,1145822,1251536,13754,95552,56.84,Moderate,913,905,249,2067
ASM000260,EVT002,LOC009,Kancheepuram,Kancheepuram Response Zone,T+12h,12,SIM005,12.8342,79.7036,HUB001,67.38,600000,322073,53.68,125,2904,38528,69.07,46.39,65.75,51.53,254.95,95.91,27.2,1.93,5.64,2.37,0.0,0.0,0.0,0.0,9014,65.75,146.54,1738.1,1361891,1137412,7439,61356,54.62,Moderate,1127,1012,121,2260
ASM000261,EVT002,LOC009,Kancheepuram,Kancheepuram Response Zone,T+24h,24,SIM001,12.8342,79.7036,HUB001,67.38,600000,330162,55.03,132,5679,33309,82.25,56.55,54.85,64.34,340.89,130.3,29.14,2.24,7.02,2.37,0.0,0.0,0.0,0.0,11634,54.85,163.2,1851.62,1128517,1959795,11551,76052,65.39,High,1455,1090,233,2778
ASM000262,EVT002,LOC009,Kancheepuram,Kancheepuram Response Zone,T+24h,24,SIM002,12.8342,79.7036,HUB001,67.38,600000,368785,61.46,39,6654,94462,82.55,78.42,39.0,63.92,376.84,147.28,27.14,1.56,6.48,2.84,0.0,0.0,0.0,0.0,13056,39.0,187.48,2172.85,1500409,1726860,17547,177517,71.91,High,1632,1210,272,3114
ASM000263,EVT002,LOC009,Kancheepuram,Kancheepuram Response Zone,T+24h,24,SIM003,12.8342,79.7036,HUB001,67.38,600000,331688,55.28,133,9326,37223,81.39,59.98,54.36,72.8,313.25,137.65,30.9,2.53,6.01,1.86,0.0,0.0,0.0,0.0,11531,54.36,166.2,1890.44,712181,2488291,9747,106493,68.15,High,1442,1117,380,2939
ASM000264,EVT002,LOC009,Kancheepuram,Kancheepuram Response Zone,T+24h,24,SIM004,12.8342,79.7036,HUB001,67.38,600000,350489,58.41,113,9226,67928,86.65,64.78,50.99,69.54,394.63,141.89,24.16,2.74,5.77,2.26,0.0,0.0,0.0,0.0,13199,50.99,166.19,2025.33,1187311,2070591,18872,161269,70.89,High,1650,1157,375,3182
ASM000265,EVT002,LOC009,Kancheepuram,Kancheepuram Response Zone,T+24h,24,SIM005,12.8342,79.7036,HUB001,67.38,600000,315622,52.6,94,2948,53422,76.33,61.01,56.3,63.71,356.09,107.3,26.22,1.33,5.74,3.25,0.0,0.0,0.0,0.0,10095,56.3,164.79,1796.88,1217003,1802854,7169,109023,61.88,High,1262,1022,124,2408
ASM000266,EVT002,LOC009,Kancheepuram,Kancheepuram Response Zone,T+36h,36,SIM001,12.8342,79.7036,HUB001,67.38,600000,387205,64.53,154,10012,58948,88.2,64.44,55.71,75.55,360.25,174.32,31.83,2.05,5.04,2.49,0.0,0.0,0.0,0.0,14912,55.71,165.81,2233.14,1259004,2754182,19685,187042,73.48,High,1864,1327,407,3598
ASM000267,EVT002,LOC009,Kancheepuram,Kancheepuram Response Zone,T+36h,36,SIM002,12.8342,79.7036,HUB001,67.38,600000,370202,61.7,52,8439,37657,85.12,49.83,61.52,67.36,297.83,154.43,24.09,2.07,4.94,1.7,0.0,0.0,0.0,0.0,13629,61.52,153.02,2034.97,2125741,2711877,37792,122481,67.43,High,1704,1214,344,3262
ASM000268,EVT002,LOC009,Kancheepuram,Kancheepuram Response Zone,T+36h,36,SIM003,12.8342,79.7036,HUB001,67.38,600000,377529,62.92,46,9746,102666,89.23,81.0,51.34,73.64,233.29,148.39,29.69,2.06,5.75,4.13,0.0,0.0,0.0,0.0,14752,51.34,170.04,2267.8,1186470,2387247,18081,268887,76.33,Critical,1844,1283,396,3523
ASM000269,EVT002,LOC009,Kancheepuram,Kancheepuram Response Zone,T+36h,36,SIM004,12.8342,79.7036,HUB001,67.38,600000,387205,64.53,132,6586,41336,93.77,63.3,50.55,67.03,298.54,116.12,29.95,2.18,5.23,3.6,0.0,0.0,0.0,0.0,16098,50.55,165.23,2188.5,1499296,1920749,16299,93015,72.8,High,2013,1310,270,3593
ASM000270,EVT002,LOC009,Kancheepuram,Kancheepuram Response Zone,T+36h,36,SIM005,12.8342,79.7036,HUB001,67.38,600000,387205,64.53,138,6547,63288,88.3,64.74,51.46,66.96,296.26,120.45,25.29,2.19,5.92,2.31,0.0,0.0,0.0,0.0,14933,51.46,164.54,2193.06,1659079,1501716,18866,109415,71.44,High,1867,1280,268,3415
ASM000271,EVT002,LOC009,Kancheepuram,Kancheepuram Response Zone,T+48h,48,SIM001,12.8342,79.7036,HUB001,67.38,600000,348582,58.1,51,9062,42686,81.8,49.34,60.78,70.98,255.92,118.44,31.62,1.29,5.01,2.94,0.0,0.0,0.0,0.0,12198,60.78,152.75,1969.09,1911240,1687656,53742,85857,66.25,High,1525,1174,369,3068
ASM000272,EVT002,LOC009,Kancheepuram,Kancheepuram Response Zone,T+48h,48,SIM002,12.8342,79.7036,HUB001,67.38,600000,351925,58.65,129,7845,80685,79.89,79.26,54.64,67.29,365.17,136.21,24.68,1.45,5.73,2.53,0.0,0.0,0.0,0.0,11944,54.64,159.65,2027.41,1080321,1906678,19227,165920,71.0,High,1493,1147,320,2960
ASM000273,EVT002,LOC009,Kancheepuram,Kancheepuram Response Zone,T+48h,48,SIM003,12.8342,79.7036,HUB001,67.38,600000,387205,64.53,131,10619,89466,88.91,73.78,48.48,73.94,358.23,115.67,30.8,2.58,5.95,3.44,0.0,0.0,0.0,0.0,15061,48.48,175.07,2297.7,2042538,2472383,60045,247896,75.58,Critical,1883,1321,431,3635
ASM000274,EVT002,LOC009,Kancheepuram,Kancheepuram Response Zone,T+48h,48,SIM004,12.8342,79.7036,HUB001,67.38,600000,334692,55.78,107,7041,73765,79.8,69.13,56.02,68.59,260.69,142.92,25.22,1.85,5.64,2.81,0.0,0.0,0.0,0.0,11343,56.02,157.27,1934.92,1371701,1881223,26751,154382,68.6,High,1418,1096,288,2802
ASM000275,EVT002,LOC009,Kancheepuram,Kancheepuram Response Zone,T+48h,48,SIM005,12.8342,79.7036,HUB001,67.38,600000,354310,59.05,139,9335,92041,82.01,77.03,52.42,63.38,326.43,128.92,24.23,1.79,4.42,3.53,0.0,0.0,0.0,0.0,12439,52.42,169.41,2067.6,1197218,2642187,26032,265428,70.74,High,1555,1149,379,3083
ASM000276,EVT002,LOC009,Kancheepuram,Kancheepuram Response Zone,T+72h,72,SIM001,12.8342,79.7036,HUB001,67.38,600000,322329,53.72,76,4567,46513,75.48,60.45,55.06,57.71,214.84,134.04,27.13,1.46,5.06,2.11,0.0,0.0,0.0,0.0,10158,55.06,161.52,1800.09,1430861,1648308,18771,86762,61.84,High,1270,1034,188,2492
ASM000277,EVT002,LOC009,Kancheepuram,Kancheepuram Response Zone,T+72h,72,SIM002,12.8342,79.7036,HUB001,67.38,600000,331877,55.31,68,9048,91182,75.32,81.26,50.5,61.26,309.43,145.49,25.16,1.78,5.54,3.18,0.0,0.0,0.0,0.0,10430,50.5,168.61,1939.99,1397197,2080914,34820,201156,68.48,High,1304,1064,368,2736
ASM000278,EVT002,LOC009,Kancheepuram,Kancheepuram Response Zone,T+72h,72,SIM003,12.8342,79.7036,HUB001,67.38,600000,328051,54.68,31,7396,43502,76.83,53.96,62.17,59.02,359.28,123.42,28.16,2.18,4.9,2.67,0.0,0.0,0.0,0.0,10581,62.17,156.49,1825.63,1181406,2574002,22324,129850,62.62,High,1323,1061,301,2685
ASM000279,EVT002,LOC009,Kancheepuram,Kancheepuram Response Zone,T+72h,72,SIM004,12.8342,79.7036,HUB001,67.38,600000,300918,50.15,76,5978,51749,69.57,61.14,55.12,58.94,194.21,127.32,29.36,1.9,5.53,2.4,0.0,0.0,0.0,0.0,8505,55.12,162.8,1707.13,1217159,1958026,21476,112758,60.97,High,1064,967,245,2276
ASM000280,EVT002,LOC009,Kancheepuram,Kancheepuram Response Zone,T+72h,72,SIM005,12.8342,79.7036,HUB001,67.38,600000,343907,57.32,79,6249,87122,71.01,68.53,49.24,57.07,222.18,118.95,30.26,1.38,6.91,2.77,0.0,0.0,0.0,0.0,9992,49.24,165.93,1982.19,1274555,2071925,19547,196918,64.1,High,1249,1107,255,2611
ASM000281,EVT003,LOC002,Chennai,Chennai Response Zone,T+0h,0,SIM001,13.0827,80.2707,HUB001,0.0,800000,305566,38.2,34,6234,35035,44.14,46.59,68.75,44.28,278.21,121.45,30.4,1.48,5.43,2.39,0.0,0.0,0.0,0.0,4362,68.75,11.75,1452.23,1061925,1247459,11540,43021,44.76,Low,546,921,254,1721
ASM000282,EVT003,LOC002,Chennai,Chennai Response Zone,T+0h,0,SIM002,13.0827,80.2707,HUB001,0.0,800000,269120,33.64,25,5182,50977,45.06,49.16,76.48,43.68,309.91,94.53,25.36,1.31,5.04,2.23,0.0,0.0,0.0,0.0,3978,76.48,10.0,1312.39,1046270,1099556,11323,54835,43.46,Low,498,796,211,1505
ASM000283,EVT003,LOC002,Chennai,Chennai Response Zone,T+0h,0,SIM003,13.0827,80.2707,HUB001,0.0,800000,293928,36.74,85,6421,54755,47.25,41.57,76.5,39.38,290.91,130.26,31.44,1.2,4.22,1.02,0.0,0.0,0.0,0.0,4699,76.5,10.0,1442.79,1382588,1108536,18348,61278,43.26,Low,588,885,261,1734
ASM000284,EVT003,LOC002,Chennai,Chennai Response Zone,T+0h,0,SIM004,13.0827,80.2707,HUB001,0.0,800000,276080,34.51,40,4544,33065,42.39,44.53,76.29,35.24,300.57,109.78,26.67,1.29,6.21,2.03,0.0,0.0,0.0,0.0,3676,76.29,10.0,1289.54,728837,1136437,5362,37075,40.0,Low,460,803,185,1448
ASM000285,EVT003,LOC002,Chennai,Chennai Response Zone,T+0h,0,SIM005,13.0827,80.2707,HUB001,0.0,800000,293932,36.74,63,6003,33400,45.69,42.37,72.84,41.02,313.02,104.47,30.21,1.86,4.62,1.89,0.0,0.0,0.0,0.0,4447,72.84,10.0,1394.97,1536131,1660906,20223,55622,43.31,Low,556,882,244,1682
ASM000286,EVT003,LOC002,Chennai,Chennai Response Zone,T+3h,3,SIM001,13.0827,80.2707,HUB001,0.0,800000,352752,44.09,66,5342,80467,52.18,61.03,78.38,47.18,261.96,109.2,30.83,0.71,4.52,2.38,0.0,0.0,0.0,0.0,6597,78.38,10.0,1776.5,828314,1660736,5562,128109,49.76,Moderate,825,1084,218,2127
ASM000287,EVT003,LOC002,Chennai,Chennai Response Zone,T+3h,3,SIM002,13.0827,80.2707,HUB001,0.0,800000,342470,42.81,92,3286,62724,58.09,56.38,64.95,38.43,314.65,101.28,26.84,1.82,5.54,2.0,0.0,0.0,0.0,0.0,7517,64.95,11.66,1682.39,1170383,1197990,5796,74250,48.46,Moderate,940,1029,135,2104
ASM000288,EVT003,LOC002,Chennai,Chennai Response Zone,T+3h,3,SIM003,13.0827,80.2707,HUB001,0.0,800000,335803,41.98,109,7918,81171,52.93,57.92,71.34,51.04,165.7,109.43,24.08,1.41,3.64,1.1,0.0,0.0,0.0,0.0,6418,71.34,10.0,1688.71,1313140,2574062,17994,202717,51.51,Moderate,803,1016,321,2140
