Record_ID,State,Event_Date,Event_Name,Disaster_Type,District,Response_Zone,Assessment_Window,Scenario_Variant,Data_Type,Real_Anchor,Operational_Data_Status,Event_Date,Event_Name,Disaster_Type,District,Response_Zone,Assessment_Window,Population_Baseline_Est,Population_Affected_Est,Severity_Score,Fatalities_Est,Injured_Est,Houses_Damaged_Est,Infrastructure_Damage_Index,Rainfall_mm,Wind_Speed_kmph,Duration_Days,Accessibility_Score,Medical_Urgency_Score,Food_Stock_Available_packets,Water_Stock_Available_Liters,Medical_Kits_Available,Shelter_Capacity,Food_Required_packets,Water_Required_Liters,Medical_Kits_Required,Shelter_Spaces_Required,Food_Shortage_pct,Water_Shortage_pct,Medical_Shortage_pct,Shelter_Shortage_pct,Priority_Score,Rescue_Cases_Est,Required_Rescue_Personnel,Required_Distribution_Personnel,Required_Medical_Personnel,Recommended_Total_Personnel,Estimated_Distance_to_Hub_km,Estimated_Travel_Time_min,Estimated_Relief_Time_min
TNDR-00838,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Tirunelveli,T+36h,0,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Tirunelveli,T+36h,286912,100871,7.1,64,844,8700,30490.0,417.6,131.3,5,48.7,86.5,150517,187138,1034,18455,143787,276666,1197,16690,0.0,32.4,13.6,0.0,57.5,3404,558,354,71,983,44.3,75.8,25616.4
TNDR-00839,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Tirunelveli,T+48h,0,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Tirunelveli,T+48h,355248,122505,7.2,82,1051,10810,10633.2,292.0,133.9,3,40.4,90.6,103283,208293,868,12101,159412,284910,1266,16400,35.2,26.9,31.4,26.2,63.4,4652,691,471,97,1259,13.9,23.9,31306.5
TNDR-00840,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Tirunelveli,T+72h,0,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Tirunelveli,T+72h,353839,123436,7.4,101,1063,6057,49182.2,206.6,135.3,5,31.3,88.4,68205,155364,2258,17841,123859,233948,2062,18766,44.9,33.6,0.0,4.9,63.6,2322,431,455,98,984,50.8,87.9,34129.6
TNDR-00841,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Ambasamudram,T+0h,0,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Ambasamudram,T+0h,291155,78586,6.4,54,667,7731,24252.9,179.6,138.4,9,44.6,84.3,56965,117227,460,10158,86194,166979,758,15617,33.9,29.8,39.3,35.0,58.4,2997,385,267,57,709,15.3,25.5,23202.1
TNDR-00842,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Ambasamudram,T+3h,0,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Ambasamudram,T+3h,321249,93366,7.3,80,765,1566,19704.3,284.7,120.0,5,27.1,89.3,70580,231435,1257,8929,126571,241512,1292,14016,44.2,4.2,2.7,36.3,63.4,2535,431,237,51,719,45.1,77.7,26332.8
TNDR-00843,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Ambasamudram,T+6h,0,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Ambasamudram,T+6h,308059,91448,7.1,59,759,3599,14904.4,380.8,119.7,5,13.4,90.3,106870,164799,1280,17702,128018,292160,1287,18056,16.5,43.6,0.5,2.0,64.6,1825,291,339,71,701,13.1,22.4,19322.7
TNDR-00844,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Ambasamudram,T+12h,0,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Ambasamudram,T+12h,249722,78751,7.8,66,674,1937,18652.9,371.4,104.1,3,31.9,91.9,100835,298865,977,14062,131115,266496,870,14127,23.1,0.0,0.0,0.5,62.2,2193,350,248,60,658,39.7,69.9,22977.3
TNDR-00845,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Ambasamudram,T+24h,0,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Ambasamudram,T+24h,364489,87340,6.5,61,755,3019,12000.3,436.5,138.3,2,30.9,76.3,154599,201031,1258,13664,158746,347295,1235,14713,2.6,42.1,0.0,7.1,55.0,2951,479,272,51,802,11.5,19.2,24924.2
TNDR-00846,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Ambasamudram,T+36h,0,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Ambasamudram,T+36h,234183,74534,7.6,51,608,8518,15954.9,272.4,152.0,5,29.9,77.2,99166,199264,561,10424,126969,192367,923,10321,21.9,0.0,39.2,0.0,60.6,2069,289,352,44,685,24.4,42.7,18473.4
TNDR-00847,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Ambasamudram,T+48h,0,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Ambasamudram,T+48h,271497,74941,6.5,55,631,2325,9182.3,273.6,152.1,5,51.4,68.6,60202,143448,711,7418,94091,154302,722,12817,36.0,7.0,1.5,42.1,51.8,1897,275,332,47,654,13.3,22.2,18411.0
TNDR-00848,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Ambasamudram,T+72h,0,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Ambasamudram,T+72h,333506,89212,7.0,45,742,2844,10370.5,216.8,94.0,3,42.9,90.0,54953,93274,836,10905,97672,144975,1377,15075,43.7,35.7,39.3,27.7,62.1,2329,301,305,53,659,12.4,21.1,25452.1
TNDR-00849,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Nanguneri,T+0h,0,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Nanguneri,T+0h,234809,86261,6.6,46,768,3672,17256.2,198.6,126.9,5,38.3,85.2,51722,175341,958,7503,93271,179719,1185,11868,44.5,2.4,19.2,36.8,60.4,3067,478,256,52,786,27.8,46.6,27109.3
TNDR-00850,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Nanguneri,T+3h,0,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Nanguneri,T+3h,280411,110369,7.4,87,912,5836,18880.6,226.7,115.3,6,50.1,87.7,165709,261184,1962,14983,145191,239199,1836,13156,0.0,0.0,0.0,0.0,57.2,2078,341,296,58,695,21.0,36.5,21450.4
TNDR-00851,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Nanguneri,T+6h,0,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Nanguneri,T+6h,305674,129655,7.7,91,1098,13597,29673.5,269.4,102.6,5,31.2,97.5,219173,278157,1409,26680,203031,403048,2423,23237,0.0,31.0,41.8,0.0,67.3,3228,430,414,103,947,29.3,51.3,32988.0
TNDR-00852,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Nanguneri,T+12h,0,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Nanguneri,T+12h,247553,88053,7.4,54,741,6383,10335.7,230.2,113.0,4,37.5,96.6,164109,192649,811,13908,143000,274074,982,12152,0.0,29.7,17.4,0.0,62.7,1994,267,237,68,572,22.4,38.7,19802.7
TNDR-00853,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Nanguneri,T+24h,0,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Nanguneri,T+24h,352259,150712,8.4,140,1268,19566,45010.7,446.9,114.8,4,16.6,93.8,265521,399502,1093,24524,247977,535834,1875,28261,0.0,25.4,41.7,13.2,71.6,4137,710,507,90,1307,20.7,37.3,33701.2
TNDR-00854,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Nanguneri,T+36h,0,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Nanguneri,T+36h,296196,108696,7.9,116,906,10392,43505.9,280.3,116.4,2,35.7,85.6,199722,285987,1190,11337,182838,380154,1796,11767,0.0,24.8,33.7,3.7,63.0,3591,580,369,67,1016,50.4,89.1,28824.9
TNDR-00855,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Nanguneri,T+48h,0,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Nanguneri,T+48h,341033,96470,6.6,65,807,6243,12907.5,310.3,145.6,6,31.9,86.7,145101,155044,1060,15186,128794,246156,939,14661,0.0,37.0,0.0,0.0,57.4,2677,402,316,74,792,15.4,25.8,22651.0
TNDR-00856,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Nanguneri,T+72h,0,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Nanguneri,T+72h,291526,96329,7.6,85,777,7284,24882.2,143.8,122.6,6,32.9,84.3,103441,209264,1295,14650,90479,189856,1507,13600,0.0,0.0,14.1,0.0,59.8,2216,321,280,56,657,33.3,58.3,21653.5
TNDR-00857,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Palayamkottai,T+0h,0,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Palayamkottai,T+0h,358516,94238,6.8,69,766,7381,21656.7,217.8,100.3,6,49.9,89.7,99433,163728,918,11619,100952,154857,1152,16917,1.5,0.0,20.3,31.3,56.0,2805,383,260,59,702,24.1,40.7,26427.9
TNDR-00858,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Palayamkottai,T+3h,0,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Palayamkottai,T+3h,298908,82108,6.5,51,679,3511,19921.3,305.1,139.6,6,27.4,85.8,63163,216735,934,10195,98667,216394,1402,11788,36.0,0.0,33.4,13.5,59.9,2149,326,350,46,722,12.1,20.3,21662.6
TNDR-00859,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Palayamkottai,T+6h,0,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Palayamkottai,T+6h,272511,75304,7.3,61,661,1882,16742.4,292.4,117.7,4,29.7,83.8,127194,141365,1070,12305,111135,242239,936,14299,0.0,41.6,0.0,13.9,60.1,2904,404,251,46,701,41.1,70.8,27499.4
TNDR-00860,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Palayamkottai,T+12h,0,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Palayamkottai,T+12h,347920,85543,6.4,55,740,7766,15938.4,402.5,115.7,4,43.4,91.2,133248,193759,1161,6498,144357,252657,1152,9487,7.7,23.3,0.0,31.5,56.4,1871,368,261,61,690,27.6,45.9,22076.7
TNDR-00861,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Palayamkottai,T+24h,0,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Palayamkottai,T+24h,323201,104080,6.7,58,921,4531,25455.7,370.3,137.0,4,38.7,87.3,159523,367091,926,12579,161903,381006,1383,12393,1.5,3.7,33.0,0.0,57.5,2338,311,342,59,712,39.3,66.2,22491.3
TNDR-00862,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Palayamkottai,T+36h,0,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Palayamkottai,T+36h,366463,100049,7.2,73,858,7011,38948.3,175.9,107.5,7,26.0,99.0,111476,309037,1554,9062,146536,272677,1598,14880,23.9,0.0,2.8,39.1,64.2,2130,300,391,60,751,35.8,61.4,19546.5
TNDR-00863,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Palayamkottai,T+48h,0,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Palayamkottai,T+48h,234138,58434,6.9,36,511,2251,14585.6,221.3,132.7,5,27.7,87.4,83501,65603,996,6027,75175,119205,971,6603,0.0,45.0,0.0,8.7,59.7,1846,367,201,42,610,13.2,22.5,16749.1
TNDR-00864,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Palayamkottai,T+72h,0,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Tirunelveli,Palayamkottai,T+72h,370016,125240,7.9,82,1056,5591,50247.3,169.1,131.5,3,30.4,94.9,118838,141602,1566,11785,133783,246614,1531,12796,11.2,42.6,0.0,7.9,65.7,3627,490,383,86,959,50.5,89.4,31110.5
TNDR-00865,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Kanniyakumari,Nagercoil,T+0h,0,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Kanniyakumari,Nagercoil,T+0h,304593,121556,6.4,84,1019,3648,20511.8,231.3,131.1,4,28.8,84.1,129936,286882,1755,9859,117684,256981,1774,14663,0.0,0.0,1.1,32.8,58.8,4147,789,385,78,1252,27.1,45.1,32157.6
TNDR-00866,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Kanniyakumari,Nagercoil,T+3h,0,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Kanniyakumari,Nagercoil,T+3h,329562,113566,7.0,70,933,11513,38354.1,324.3,113.5,5,36.4,82.0,156841,249465,1323,8660,138596,252825,1576,14126,0.0,1.3,16.1,38.7,58.8,3401,525,302,59,886,8.5,14.5,24592.2
TNDR-00867,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Kanniyakumari,Nagercoil,T+6h,0,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Kanniyakumari,Nagercoil,T+6h,247623,103126,7.3,66,862,9298,27843.9,317.5,120.2,6,25.0,78.6,101662,262130,1835,7056,148719,321530,1773,8326,31.6,18.5,0.0,15.3,62.6,3509,442,332,72,846,53.9,92.9,26453.1
TNDR-00868,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Kanniyakumari,Nagercoil,T+12h,0,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Kanniyakumari,Nagercoil,T+12h,272937,84347,6.7,53,714,6674,28987.5,353.1,92.0,6,35.6,91.1,142441,236327,769,10864,146375,217609,921,11303,2.7,0.0,16.5,3.9,57.9,1631,219,248,68,535,6.8,11.4,18479.2
TNDR-00869,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Kanniyakumari,Nagercoil,T+24h,0,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Kanniyakumari,Nagercoil,T+24h,295311,115035,7.7,91,940,11199,42252.1,332.1,121.9,5,23.7,92.8,126525,248020,1252,9654,181320,381124,1518,11928,30.2,34.9,17.5,19.1,68.3,3183,425,384,77,886,35.0,61.4,32531.3
TNDR-00870,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Kanniyakumari,Nagercoil,T+36h,0,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Kanniyakumari,Nagercoil,T+36h,328899,100305,6.6,69,939,4545,22421.8,319.5,111.7,8,37.3,91.7,128730,374041,1137,18026,154672,345548,1394,17889,16.8,0.0,18.4,0.0,57.8,2545,323,346,85,754,14.4,24.1,28512.8
TNDR-00871,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Kanniyakumari,Nagercoil,T+48h,0,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Kanniyakumari,Nagercoil,T+48h,279437,123760,7.0,94,1016,6318,44593.7,186.8,109.7,7,54.2,85.1,170974,287024,1303,18656,157571,305815,1776,23641,0.0,6.1,26.6,21.1,58.0,2407,447,335,73,855,15.5,26.5,21567.4
TNDR-00872,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Kanniyakumari,Nagercoil,T+72h,0,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Kanniyakumari,Nagercoil,T+72h,272336,113521,7.8,89,938,4536,30611.6,202.3,111.9,4,31.0,94.2,77092,135714,1696,7351,106973,232672,1720,9312,27.9,41.7,1.4,21.1,67.6,3426,521,354,83,958,17.8,31.2,29432.8
TNDR-00873,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Kanniyakumari,Kanyakumari,T+0h,0,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Kanniyakumari,Kanyakumari,T+0h,329331,114351,6.6,87,947,7889,26623.0,226.2,120.0,5,18.4,88.1,101346,257386,1709,10602,107372,242486,1653,9838,5.6,0.0,0.0,0.0,60.0,2327,340,366,91,797,8.2,13.8,26353.9
TNDR-00874,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Kanniyakumari,Kanyakumari,T+3h,0,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Kanniyakumari,Kanyakumari,T+3h,229377,62717,7.1,37,553,6954,21020.4,303.2,138.5,5,18.8,90.2,82695,105681,619,8053,81339,161718,1059,9970,0.0,34.7,41.5,19.2,64.8,1821,350,199,45,594,50.3,86.3,20448.3
TNDR-00875,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Kanniyakumari,Kanyakumari,T+6h,0,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Kanniyakumari,Kanyakumari,T+6h,296723,94109,7.7,71,762,6932,8871.1,375.8,157.1,4,30.0,96.2,165533,295114,931,10136,151098,282464,1106,8952,0.0,0.0,15.8,0.0,63.0,2787,480,283,57,820,47.5,83.4,21873.4
TNDR-00876,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Kanniyakumari,Kanyakumari,T+12h,0,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Kanniyakumari,Kanyakumari,T+12h,347361,112709,7.6,88,953,10558,44173.9,317.6,105.1,2,32.2,99.7,164952,162624,1119,6654,179786,293837,1489,11732,8.3,44.7,24.8,43.3,67.9,3082,424,376,82,882,44.9,78.4,31763.1
TNDR-00877,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Kanniyakumari,Kanyakumari,T+24h,0,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Kanniyakumari,Kanyakumari,T+24h,291037,78459,7.6,57,658,2404,10871.8,260.5,128.6,4,32.4,92.2,85782,287553,826,6430,143646,303490,1185,7575,40.3,5.3,30.3,15.1,63.9,1558,205,272,56,533,40.3,70.4,18065.6
TNDR-00878,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Kanniyakumari,Kanyakumari,T+36h,0,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Kanniyakumari,Kanyakumari,T+36h,253610,84703,7.2,66,690,4932,27520.1,378.3,116.4,3,20.8,81.3,114552,194927,853,4935,147008,235701,1356,7386,22.1,17.3,37.1,33.2,64.2,2696,339,294,51,684,27.7,47.6,19696.4
TNDR-00879,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Kanniyakumari,Kanyakumari,T+48h,0,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Kanniyakumari,Kanyakumari,T+48h,300813,90043,6.6,59,805,3409,10442.6,259.2,139.2,6,43.1,94.3,63249,120135,1000,10186,103683,186773,1297,15059,39.0,35.7,22.9,32.4,61.7,1936,251,320,62,633,13.3,22.4,17353.0
TNDR-00880,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Kanniyakumari,Kanyakumari,T+72h,0,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Kanniyakumari,Kanyakumari,T+72h,360202,95304,6.6,63,786,5382,27449.7,184.4,107.2,4,43.2,78.9,119433,97582,1398,13169,104044,147561,1306,15563,0.0,33.9,0.0,15.4,54.0,3196,559,315,56,930,23.3,39.1,23457.3
TNDR-00881,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Kanniyakumari,Colachel,T+0h,0,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Kanniyakumari,Colachel,T+0h,279036,75591,6.2,49,647,7176,11824.3,195.1,126.0,7,33.8,86.1,52910,126143,1001,10011,68726,125272,888,12719,23.0,0.0,0.0,21.3,56.1,1936,314,317,56,687,19.1,31.7,19612.1
TNDR-00882,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Kanniyakumari,Colachel,T+3h,0,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Kanniyakumari,Colachel,T+3h,372074,129611,7.4,105,1123,5595,16871.5,282.4,134.1,5,22.4,93.5,172869,175871,2245,13412,174710,265385,2377,17005,1.1,33.7,5.6,21.1,65.4,4766,702,412,87,1201,40.4,70.0,35120.9
TNDR-00883,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Kanniyakumari,Colachel,T+6h,0,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Kanniyakumari,Colachel,T+6h,339948,113519,7.4,81,888,12323,37645.9,356.1,84.6,4,21.0,89.6,134819,307168,1474,18775,167217,304594,1432,21869,19.4,0.0,0.0,14.1,63.2,3807,583,415,66,1064,50.7,87.7,28245.4
TNDR-00884,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Kanniyakumari,Colachel,T+12h,0,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Kanniyakumari,Colachel,T+12h,342103,118538,7.6,95,955,2287,30063.9,413.1,92.7,8,35.7,89.1,195105,405302,1646,8424,211471,427789,1697,10523,7.7,5.3,3.0,19.9,61.4,2421,304,315,62,681,45.6,79.7,26377.4
TNDR-00885,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Kanniyakumari,Colachel,T+24h,0,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Kanniyakumari,Colachel,T+24h,286846,76380,6.8,48,623,3342,15725.0,419.2,126.3,4,49.3,85.9,93574,131731,938,7217,138507,231215,910,11244,32.4,43.0,0.0,35.8,57.8,2374,352,198,46,596,26.3,44.4,20551.9
TNDR-00886,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Kanniyakumari,Colachel,T+36h,0,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Kanniyakumari,Colachel,T+36h,231317,75503,7.1,51,640,2937,6964.5,356.2,107.2,6,37.9,91.3,121638,187910,934,11035,123886,206807,1087,14987,1.8,9.1,14.1,26.4,60.5,1715,284,212,52,548,9.9,17.0,17683.3
TNDR-00887,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Kanniyakumari,Colachel,T+48h,0,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Kanniyakumari,Colachel,T+48h,287455,80328,6.6,56,703,1463,11125.5,269.8,101.4,3,37.2,93.1,84771,162904,908,15987,95822,164360,1439,14859,11.5,0.9,36.9,0.0,58.6,1710,266,218,46,530,12.6,21.2,16215.1
TNDR-00888,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Kanniyakumari,Colachel,T+72h,0,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Kanniyakumari,Colachel,T+72h,343042,100065,7.5,82,798,4750,14690.1,205.7,112.1,6,20.5,93.7,83162,121159,1478,14772,89647,187990,1299,14869,7.2,35.6,0.0,0.7,64.4,2382,321,342,60,723,12.6,21.9,21814.3
