Assessment_ID,Hours_Since_Disaster,Hub_ID,Resource,Predicted_Demand,Allocated,Unmet,Strategy
ASM001805,0,HUB001,Shelter,10763,1115.435412260805,9647.564587739194,Baseline
ASM001841,0,HUB001,Shelter,35829,3695.5590123786683,32133.440987621332,Baseline
ASM001842,0,HUB001,Shelter,35174,3570.6928081367473,31603.307191863252,Baseline
ASM001843,0,HUB001,Shelter,21627,2161.4225979193,19465.5774020807,Baseline
ASM001844,0,HUB001,Shelter,19008,1881.5647537904154,17126.435246209585,Baseline
ASM001845,0,HUB001,Shelter,27072,2657.3478160035056,24414.652183996495,Baseline
ASM001881,0,HUB001,Shelter,13901,1348.2164041707658,12552.783595829234,Baseline
ASM001882,0,HUB001,Shelter,10725,1033.8109609723995,9691.1890390276,Baseline
ASM001883,0,HUB001,Shelter,35823,3436.7462046914525,32386.25379530855,Baseline
ASM001884,0,HUB001,Shelter,15020,1418.2143763244717,13601.785623675529,Baseline
ASM001885,0,HUB001,Shelter,13674,1282.5732307025712,12391.426769297428,Baseline
ASM001921,0,HUB001,Shelter,50225,4682.529662598163,45542.470337401835,Baseline
ASM001922,0,HUB001,Shelter,42742,3896.647170241612,38845.35282975839,Baseline
ASM001923,0,HUB001,Shelter,33084,2959.3246380423457,30124.675361957656,Baseline
ASM001924,0,HUB001,Shelter,36514,3218.495897349445,33295.50410265056,Baseline
ASM001925,0,HUB001,Shelter,22280,1932.238502479462,20347.761497520536,Baseline
ASM001961,0,HUB001,Shelter,13809,1185.825718462592,12623.174281537407,Baseline
ASM001962,0,HUB001,Shelter,30005,2560.945035837238,27444.054964162762,Baseline
ASM001963,0,HUB001,Shelter,10720,902.8553893991807,9817.144610600819,Baseline
ASM001964,0,HUB001,Shelter,16271,1363.8929781577413,14907.10702184226,Baseline
ASM001965,0,HUB001,Shelter,14572,1212.7147801832202,13359.28521981678,Baseline
ASM001486,3,HUB001,Food,1128705,11664.66399406601,1117040.336005934,Baseline
ASM001487,3,HUB001,Food,917589,9239.203340086588,908349.7966599134,Baseline
ASM001488,3,HUB001,Food,780899,7698.619152364801,773200.3808476352,Baseline
ASM001489,3,HUB001,Food,925739,8964.297874901098,916774.7021250989,Baseline
ASM001490,3,HUB001,Food,983260,9320.633404943052,973939.366595057,Baseline
ASM001526,3,HUB001,Food,1183857,10970.951388792613,1172886.0486112074,Baseline
ASM001527,3,HUB001,Food,1466865,13227.254189954512,1453637.7458100454,Baseline
ASM001528,3,HUB001,Food,1161746,10126.04996418294,1151619.950035817,Baseline
ASM001529,3,HUB001,Food,1045952,8875.641530214656,1037076.3584697853,Baseline
ASM001530,3,HUB001,Food,964382,7988.598392781788,956393.4016072182,Baseline
ASM001566,3,HUB001,Food,723341,5860.348514909795,717480.6514850903,Baseline
ASM001567,3,HUB001,Food,733534,5845.065119864813,727688.9348801352,Baseline
ASM001568,3,HUB001,Food,853112,6684.384466678072,846427.615533322,Baseline
ASM001569,3,HUB001,Food,794575,6104.815046377517,788470.1849536225,Baseline
ASM001570,3,HUB001,Food,670462,5058.0584990844645,665403.9415009156,Baseline
ASM001606,3,HUB001,Food,996277,7401.33009306429,988875.6699069357,Baseline
ASM001607,3,HUB001,Food,909480,6603.271367335461,902876.7286326645,Baseline
ASM001608,3,HUB001,Food,1233841,8772.809709527355,1225068.1902904727,Baseline
ASM001609,3,HUB001,Food,852786,5893.128382365318,846892.8716176347,Baseline
ASM001610,3,HUB001,Food,964998,6539.097072501977,958458.902927498,Baseline
ASM001646,3,HUB001,Food,790119,5236.444665792138,784882.5553342078,Baseline
ASM001647,3,HUB001,Food,684034,4451.830632700693,679582.1693672993,Baseline
ASM001648,3,HUB001,Food,806271,5165.658423004952,801105.3415769951,Baseline
ASM001649,3,HUB001,Food,866024,5446.642286610316,860577.3577133897,Baseline
ASM001650,3,HUB001,Food,1017323,6272.054496759819,1011050.9455032402,Baseline
ASM001686,3,HUB001,Food,488061,2939.3305175268683,485121.6694824731,Baseline
ASM001687,3,HUB001,Food,454919,2709.2925111204936,452209.7074888795,Baseline
ASM001688,3,HUB001,Food,430260,2535.8965242864465,427724.1034757136,Baseline
ASM001689,3,HUB001,Food,451834,2636.9657254651192,449197.0342745349,Baseline
ASM001690,3,HUB001,Food,448791,2592.2642502828858,446198.7357497171,Baseline
ASM001726,3,HUB001,Food,473634,2707.8085477035456,470926.19145229645,Baseline
ASM001727,3,HUB001,Food,437860,2476.293276867815,435383.70672313217,Baseline
ASM001728,3,HUB001,Food,533551,2987.38966272614,530563.6103372739,Baseline
ASM001729,3,HUB001,Food,552614,3056.5412907068,549557.4587092932,Baseline
ASM001730,3,HUB001,Food,539808,2948.148205743781,536859.8517942562,Baseline
ASM001766,3,HUB001,Food,735664,3968.4354392674154,731695.5645607326,Baseline
ASM001767,3,HUB001,Food,951556,5047.066356097282,946508.9336439028,Baseline
ASM001768,3,HUB001,Food,839603,4356.795267369915,835246.20473263,Baseline
ASM001769,3,HUB001,Food,746888,3801.605827234234,743086.3941727658,Baseline
ASM001770,3,HUB001,Food,798585,3995.624997528209,794589.3750024718,Baseline
ASM001806,3,HUB001,Food,432507,2124.6549022822487,430382.34509771777,Baseline
ASM001807,3,HUB001,Food,415903,2022.9721168769672,413880.027883123,Baseline
ASM001808,3,HUB001,Food,467325,2251.568732213908,465073.4312677861,Baseline
ASM001809,3,HUB001,Food,431840,2058.4666543324142,429781.5333456676,Baseline
ASM001810,3,HUB001,Food,549205,2592.177259954645,546612.8227400454,Baseline
ASM001846,3,HUB001,Food,434367,2024.5233126887108,432342.4766873113,Baseline
ASM001847,3,HUB001,Food,500229,2308.441302588969,497920.55869741103,Baseline
ASM001848,3,HUB001,Food,421995,1925.232141500985,420069.767858499,Baseline
ASM001849,3,HUB001,Food,460769,2081.9322343696563,458687.0677656303,Baseline
ASM001850,3,HUB001,Food,450238,2013.0092461445606,448224.99075385544,Baseline
ASM001886,3,HUB001,Food,408865,1809.2936393023517,407055.70636069763,Baseline
ASM001887,3,HUB001,Food,355571,1558.8131088634977,354012.1868911365,Baseline
ASM001888,3,HUB001,Food,375067,1630.9727779524796,373436.0272220475,Baseline
ASM001889,3,HUB001,Food,335785,1447.6878053369217,334337.3121946631,Baseline
ASM001890,3,HUB001,Food,287502,1230.0473033796472,286271.95269662037,Baseline
ASM001926,3,HUB001,Food,632617,2688.8706338652564,629928.1293661348,Baseline
ASM001927,3,HUB001,Food,673982,2823.4307942382275,671158.5692057618,Baseline
ASM001928,3,HUB001,Food,714176,2945.9050652238434,711230.0949347762,Baseline
ASM001929,3,HUB001,Food,769523,3122.5972010039195,766400.4027989961,Baseline
ASM001930,3,HUB001,Food,808035,3221.4305997018105,804813.5694002982,Baseline
ASM001966,3,HUB001,Food,322500,1262.074054313756,321237.92594568623,Baseline
ASM001967,3,HUB001,Food,332255,1290.7029561236775,330964.2970438763,Baseline
ASM001968,3,HUB001,Food,344958,1329.9137863175665,343628.0862136824,Baseline
ASM001969,3,HUB001,Food,326625,1249.3456410940446,325375.654358906,Baseline
ASM001970,3,HUB001,Food,334899,1271.468502491716,333627.5314975083,Baseline
ASM001486,3,HUB001,Water,1970192,50652.00457196087,1919539.9954280392,Baseline
ASM001487,3,HUB001,Water,1533915,38152.99728340654,1495762.0027165934,Baseline
ASM001488,3,HUB001,Water,1229616,29809.683154105067,1199806.316845895,Baseline
ASM001489,3,HUB001,Water,1363887,32393.616078000076,1331493.383922,Baseline
ASM001490,3,HUB001,Water,1227028,28486.883758418797,1198541.1162415813,Baseline
ASM001526,3,HUB001,Water,1446382,32899.22024632013,1413482.7797536799,Baseline
ASM001527,3,HUB001,Water,1500647,33318.47004728225,1467328.5299527177,Baseline
ASM001528,3,HUB001,Water,1380179,29884.57348189321,1350294.4265181068,Baseline
ASM001529,3,HUB001,Water,1296862,27440.708701334144,1269421.2912986658,Baseline
ASM001530,3,HUB001,Water,1269738,26291.565875166812,1243446.4341248332,Baseline
ASM001566,3,HUB001,Water,1229946,24933.76373222966,1205012.2362677704,Baseline
ASM001567,3,HUB001,Water,920078,18273.30963677358,901804.6903632265,Baseline
ASM001568,3,HUB001,Water,1136896,22236.47360936028,1114659.5263906398,Baseline
ASM001569,3,HUB001,Water,1154795,22162.629547451463,1132632.3704525486,Baseline
ASM001570,3,HUB001,Water,1179382,22202.981462977055,1157179.0185370229,Baseline
ASM001606,3,HUB001,Water,1545865,28535.73262997761,1517329.2673700224,Baseline
ASM001607,3,HUB001,Water,1695674,30502.286562612146,1665171.713437388,Baseline
ASM001608,3,HUB001,Water,1449196,25338.803515585834,1423857.1964844142,Baseline
ASM001609,3,HUB001,Water,1274217,21746.3118889883,1252470.6881110116,Baseline
ASM001610,3,HUB001,Water,1148425,19187.19605220627,1129237.8039477938,Baseline
ASM001646,3,HUB001,Water,1021737,16746.920602039594,1004990.0793979604,Baseline
ASM001647,3,HUB001,Water,823814,13275.071551719651,810538.9284482803,Baseline
ASM001648,3,HUB001,Water,1043536,16587.006800447412,1026948.9931995526,Baseline
ASM001649,3,HUB001,Water,1042675,16287.799104383117,1026387.2008956169,Baseline
ASM001650,3,HUB001,Water,1027099,15768.30049918883,1011330.6995008112,Baseline
ASM001686,3,HUB001,Water,658723,9941.414114721418,648781.5858852785,Baseline
ASM001687,3,HUB001,Water,707075,10555.092385854829,696519.9076141452,Baseline
ASM001688,3,HUB001,Water,571345,8429.378981577154,562915.6210184229,Baseline
ASM001689,3,HUB001,Water,948254,13858.172433217358,934395.8275667826,Baseline
ASM001690,3,HUB001,Water,665966,9580.33651674754,656385.6634832525,Baseline
ASM001726,3,HUB001,Water,571598,8132.388578705089,563465.6114212949,Baseline
ASM001727,3,HUB001,Water,567268,7994.623281398105,559273.3767186019,Baseline
ASM001728,3,HUB001,Water,783189,10934.273554206282,772254.7264457938,Baseline
ASM001729,3,HUB001,Water,709699,9780.15239845434,699918.8476015456,Baseline
ASM001730,3,HUB001,Water,696877,9490.93755564029,687386.0624443598,Baseline
ASM001766,3,HUB001,Water,989549,13321.85972077425,976227.1402792258,Baseline
ASM001767,3,HUB001,Water,1100890,14578.67378802122,1086311.3262119787,Baseline
ASM001768,3,HUB001,Water,1052818,13688.68162383147,1039129.3183761685,Baseline
ASM001769,3,HUB001,Water,969133,12381.60194657712,956751.3980534229,Baseline
ASM001770,3,HUB001,Water,995320,12512.71377965313,982807.2862203469,Baseline
ASM001806,3,HUB001,Water,702953,8691.996478513962,694261.0035214861,Baseline
ASM001807,3,HUB001,Water,548996,6709.542795092689,542286.4572049073,Baseline
ASM001808,3,HUB001,Water,684641,8291.48869101127,676349.5113089888,Baseline
ASM001809,3,HUB001,Water,658038,7879.232062935119,650158.7679370649,Baseline
ASM001810,3,HUB001,Water,735427,8710.21094336433,726716.7890566357,Baseline
ASM001846,3,HUB001,Water,688130,8051.085873693146,680078.9141263069,Baseline
ASM001847,3,HUB001,Water,812759,9401.210151402513,803357.7898485975,Baseline
ASM001848,3,HUB001,Water,690837,7883.71280389479,682953.2871961052,Baseline
ASM001849,3,HUB001,Water,717909,8099.215931348991,709809.784068651,Baseline
ASM001850,3,HUB001,Water,742979,8282.70337903616,734696.2966209638,Baseline
ASM001886,3,HUB001,Water,555336,6114.929392640823,549221.0706073592,Baseline
ASM001887,3,HUB001,Water,547792,5976.560110403235,541815.4398895968,Baseline
ASM001888,3,HUB001,Water,549252,5938.295797798884,543313.7042022011,Baseline
ASM001889,3,HUB001,Water,499413,5350.495865725094,494062.5041342749,Baseline
ASM001890,3,HUB001,Water,391287,4157.517393152325,387129.48260684765,Baseline
ASM001926,3,HUB001,Water,875623,9243.602599300422,866379.3974006996,Baseline
ASM001927,3,HUB001,Water,1134930,11807.8090261061,1123122.190973894,Baseline
ASM001928,3,HUB001,Water,925246,9445.893427346848,915800.1065726532,Baseline
ASM001929,3,HUB001,Water,973163,9783.32310974795,963379.676890252,Baseline
ASM001930,3,HUB001,Water,913616,9037.128628888488,904578.8713711115,Baseline
ASM001966,3,HUB001,Water,390828,3807.6067728862117,387020.39322711376,Baseline
ASM001967,3,HUB001,Water,448103,4337.43554436856,443765.5644556314,Baseline
ASM001968,3,HUB001,Water,505854,4860.216543468625,500993.78345653135,Baseline
ASM001969,3,HUB001,Water,476056,4535.721420308885,471520.27857969113,Baseline
ASM001970,3,HUB001,Water,504092,4765.093480501358,499326.9065194986,Baseline
ASM001486,3,HUB001,Medical,12029,183.82600494092506,11845.173995059075,Baseline
ASM001487,3,HUB001,Medical,8382,123.94847402567227,8258.051525974328,Baseline
ASM001488,3,HUB001,Medical,6633,95.87383853528975,6537.12616146471,Baseline
ASM001489,3,HUB001,Medical,9635,136.78031982398568,9498.219680176015,Baseline
ASM001490,3,HUB001,Medical,8736,120.80393607325396,8615.196063926745,Baseline
ASM001526,3,HUB001,Medical,5865,79.19719513201268,5785.802804867987,Baseline
ASM001527,3,HUB001,Medical,9238,122.77614365694727,9115.223856343053,Baseline
ASM001528,3,HUB001,Medical,15769,204.36784996263572,15564.632150037365,Baseline
ASM001529,3,HUB001,Medical,9740,120.8773495658853,9619.122650434114,Baseline
ASM001530,3,HUB001,Medical,5792,69.99792281663858,5722.0020771833615,Baseline
ASM001566,3,HUB001,Medical,9389,111.70093715344399,9277.299062846556,Baseline
ASM001567,3,HUB001,Medical,8167,94.7090552555822,8072.290944744418,Baseline
ASM001568,3,HUB001,Medical,7302,82.81790400144361,7219.182095998556,Baseline
ASM001569,3,HUB001,Medical,6412,71.29536330975307,6340.704636690247,Baseline
ASM001570,3,HUB001,Medical,6217,67.93493848018113,6149.065061519819,Baseline
ASM001606,3,HUB001,Medical,10239,110.01353790918844,10128.986462090812,Baseline
ASM001607,3,HUB001,Medical,7953,83.09812064626081,7869.901879353739,Baseline
ASM001608,3,HUB001,Medical,6166,63.0482038544323,6102.951796145568,Baseline
ASM001609,3,HUB001,Medical,8607,86.54816304928146,8520.451836950719,Baseline
ASM001610,3,HUB001,Medical,9732,95.59512939502105,9636.40487060498,Baseline
ASM001646,3,HUB001,Medical,8406,80.40874330251255,8325.591256697488,Baseline
ASM001647,3,HUB001,Medical,6124,57.25546927812327,6066.744530721877,Baseline
ASM001648,3,HUB001,Medical,5936,54.58363178036898,5881.416368219631,Baseline
ASM001649,3,HUB001,Medical,8834,79.93480167642248,8754.065198323577,Baseline
ASM001650,3,HUB001,Medical,6736,59.50269852656341,6676.497301473437,Baseline
ASM001686,3,HUB001,Medical,2519,21.848519176939124,2497.151480823061,Baseline
ASM001687,3,HUB001,Medical,6427,55.36682018425013,6371.63317981575,Baseline
ASM001688,3,HUB001,Medical,4364,36.94475069628764,4327.055249303712,Baseline
ASM001689,3,HUB001,Medical,4812,40.259251881150064,4771.74074811885,Baseline
ASM001690,3,HUB001,Medical,5016,41.422835802506036,4974.577164197494,Baseline
ASM001726,3,HUB001,Medical,3944,32.130681060142095,3911.8693189398577,Baseline
ASM001727,3,HUB001,Medical,2783,22.43181822468475,2760.568181775315,Baseline
ASM001728,3,HUB001,Medical,6415,51.3197781188907,6363.680221881109,Baseline
ASM001729,3,HUB001,Medical,3162,24.85941791009385,3137.1405820899063,Baseline
ASM001730,3,HUB001,Medical,3512,27.376261609902528,3484.6237383900975,Baseline
ASM001766,3,HUB001,Medical,4863,37.54930458714171,4825.450695412858,Baseline
ASM001767,3,HUB001,Medical,4519,34.43672380091853,4484.563276199082,Baseline
ASM001768,3,HUB001,Medical,6095,45.88196702371582,6049.118032976284,Baseline
ASM001769,3,HUB001,Medical,6020,44.574449827952634,5975.425550172047,Baseline
ASM001770,3,HUB001,Medical,8834,64.35127239275377,8769.648727607246,Baseline
ASM001806,3,HUB001,Medical,3127,22.237384297501492,3104.7626157024984,Baseline
ASM001807,3,HUB001,Medical,1975,13.92690776064444,1961.0730922393554,Baseline
ASM001808,3,HUB001,Medical,4767,33.436401044535295,4733.563598955465,Baseline
ASM001809,3,HUB001,Medical,2914,20.17712995998854,2893.8228700400114,Baseline
ASM001810,3,HUB001,Medical,4748,32.618439865552276,4715.381560134448,Baseline
ASM001846,3,HUB001,Medical,4583,31.08281076628092,4551.917189233719,Baseline
ASM001847,3,HUB001,Medical,3565,23.880482995372123,3541.119517004628,Baseline
ASM001848,3,HUB001,Medical,3736,24.78597041689692,3711.214029583103,Baseline
ASM001849,3,HUB001,Medical,5106,33.5346381483184,5072.465361851681,Baseline
ASM001850,3,HUB001,Medical,2320,15.027783886531997,2304.972216113468,Baseline
ASM001886,3,HUB001,Medical,4063,26.153824377853017,4036.846175622147,Baseline
ASM001887,3,HUB001,Medical,3812,24.269956431639415,3787.7300435683605,Baseline
ASM001888,3,HUB001,Medical,3743,23.586309734039464,3719.4136902659607,Baseline
ASM001889,3,HUB001,Medical,1507,9.400672371463568,1497.5993276285365,Baseline
ASM001890,3,HUB001,Medical,2383,14.804909027785369,2368.1950909722145,Baseline
ASM001926,3,HUB001,Medical,4024,24.83973946666096,3999.160260533339,Baseline
ASM001927,3,HUB001,Medical,6064,37.027299528810225,6026.9727004711895,Baseline
ASM001928,3,HUB001,Medical,4507,27.071255688824916,4479.928744311175,Baseline
ASM001929,3,HUB001,Medical,3798,22.536103342738112,3775.463896657262,Baseline
ASM001930,3,HUB001,Medical,5525,32.448657695695125,5492.551342304305,Baseline
ASM001966,3,HUB001,Medical,3054,17.66977740193552,3036.3302225980647,Baseline
ASM001967,3,HUB001,Medical,3141,18.023857710344558,3122.9761422896554,Baseline
ASM001968,3,HUB001,Medical,3996,22.73634127410842,3973.2636587258917,Baseline
ASM001969,3,HUB001,Medical,2402,13.519945775580599,2388.4800542244193,Baseline
ASM001970,3,HUB001,Medical,1599,8.942015856465913,1590.057984143534,Baseline
ASM001486,3,HUB001,Shelter,91557,6316.551974473707,85240.44802552629,Baseline
ASM001487,3,HUB001,Shelter,61558,4103.883397089563,57454.116602910435,Baseline
ASM001488,3,HUB001,Shelter,36378,2370.295643525386,34007.70435647461,Baseline
ASM001489,3,HUB001,Shelter,46174,2968.319558835669,43205.68044116433,Baseline
ASM001490,3,HUB001,Shelter,54293,3430.974033550408,50862.02596644959,Baseline
ASM001526,3,HUB001,Shelter,84627,5241.089331249742,79385.91066875026,Baseline
ASM001527,3,HUB001,Shelter,43980,2638.967007754339,41341.03299224566,Baseline
ASM001528,3,HUB001,Shelter,90741,5356.722266151631,85384.27773384837,Baseline
ASM001529,3,HUB001,Shelter,56134,3203.158483562342,52930.84151643766,Baseline
ASM001530,3,HUB001,Shelter,58279,3256.892017947958,55022.10798205204,Baseline
ASM001566,3,HUB001,Shelter,54875,3000.9213201247326,51874.07867987527,Baseline
ASM001567,3,HUB001,Shelter,24561,1316.0435694071125,23244.956430592887,Baseline
ASM001568,3,HUB001,Shelter,28840,1531.3627412155593,27308.63725878444,Baseline
ASM001569,3,HUB001,Shelter,82475,4332.847466386361,78142.15253361364,Baseline
ASM001570,3,HUB001,Shelter,32398,1650.4032662853633,30747.596733714636,Baseline
ASM001606,3,HUB001,Shelter,46928,2362.09476426051,44565.90523573949,Baseline
ASM001607,3,HUB001,Shelter,52279,2586.011376883945,49692.988623116056,Baseline
ASM001608,3,HUB001,Shelter,84081,4079.1363016949967,80001.86369830501,Baseline
ASM001609,3,HUB001,Shelter,43698,2054.4143690325936,41643.585630967405,Baseline
ASM001610,3,HUB001,Shelter,52253,2417.131808605828,49835.86819139417,Baseline
ASM001646,3,HUB001,Shelter,51600,2341.0475232812764,49258.952476718725,Baseline
ASM001647,3,HUB001,Shelter,40374,1796.9669026469342,38577.033097353065,Baseline
ASM001648,3,HUB001,Shelter,55212,2420.8826671535435,52791.11733284646,Baseline
ASM001649,3,HUB001,Shelter,50692,2177.553765460675,48514.446234539326,Baseline
ASM001650,3,HUB001,Shelter,49866,2102.1301293385104,47763.86987066149,Baseline
ASM001686,3,HUB001,Shelter,19457,805.1763031409419,18651.823696859057,Baseline
ASM001687,3,HUB001,Shelter,49556,2036.0664933436726,47519.93350665633,Baseline
ASM001688,3,HUB001,Shelter,15910,641.7655173739212,15268.23448262608,Baseline
ASM001689,3,HUB001,Shelter,66510,2667.129416794285,63842.87058320572,Baseline
ASM001690,3,HUB001,Shelter,30510,1193.5548525068857,29316.445147493116,Baseline
ASM001726,3,HUB001,Shelter,10502,406.2288110025992,10095.771188997402,Baseline
ASM001727,3,HUB001,Shelter,11228,432.63354399886197,10795.366456001138,Baseline
ASM001728,3,HUB001,Shelter,37411,1435.5546735773491,35975.445326422654,Baseline
ASM001729,3,HUB001,Shelter,25514,965.5641595007303,24548.43584049927,Baseline
ASM001730,3,HUB001,Shelter,30710,1151.296926180091,29558.70307381991,Baseline
ASM001766,3,HUB001,Shelter,52097,1931.0186268954376,50165.981373104565,Baseline
ASM001767,3,HUB001,Shelter,47065,1711.0734146278164,45353.92658537218,Baseline
ASM001768,3,HUB001,Shelter,51543,1841.4328684266022,49701.5671315734,Baseline
ASM001769,3,HUB001,Shelter,46315,1623.285537762462,44691.714462237534,Baseline
ASM001770,3,HUB001,Shelter,48927,1685.6187781310002,47241.381221869,Baseline
ASM001806,3,HUB001,Shelter,34485,1166.6855655061465,33318.314434493856,Baseline
ASM001807,3,HUB001,Shelter,37580,1255.267318313911,36324.73268168609,Baseline
ASM001808,3,HUB001,Shelter,30983,1020.605028017967,29962.394971982034,Baseline
ASM001809,3,HUB001,Shelter,26882,875.4229356333065,26006.577064366695,Baseline
ASM001810,3,HUB001,Shelter,33552,1081.8300441957242,32470.169955804275,Baseline
ASM001846,3,HUB001,Shelter,16769,534.0163760056367,16234.983623994363,Baseline
ASM001847,3,HUB001,Shelter,43994,1392.3670925112556,42601.63290748875,Baseline
ASM001848,3,HUB001,Shelter,24997,778.3281716238271,24218.671828376173,Baseline
ASM001849,3,HUB001,Shelter,27776,856.9053818592888,26919.094618140713,Baseline
ASM001850,3,HUB001,Shelter,33743,1030.3549816389611,32712.64501836104,Baseline
ASM001886,3,HUB001,Shelter,39660,1196.0016646891415,38463.99833531086,Baseline
ASM001887,3,HUB001,Shelter,29741,883.796683630098,28857.2033163699,Baseline
ASM001888,3,HUB001,Shelter,26656,783.4558642717407,25872.544135728258,Baseline
ASM001889,3,HUB001,Shelter,11546,336.0252032313859,11209.974796768614,Baseline
ASM001890,3,HUB001,Shelter,13736,398.06335858338906,13337.93664141661,Baseline
ASM001926,3,HUB001,Shelter,46766,1348.410995164742,45417.58900483526,Baseline
ASM001927,3,HUB001,Shelter,68656,1945.5158713187082,66710.48412868129,Baseline
ASM001928,3,HUB001,Shelter,52705,1455.7928208410408,51249.20717915896,Baseline
ASM001929,3,HUB001,Shelter,43055,1166.1895521874176,41888.81044781258,Baseline
ASM001930,3,HUB001,Shelter,45657,1217.0822487329035,44439.917751267094,Baseline
ASM001966,3,HUB001,Shelter,9979,261.5435559930421,9717.456444006957,Baseline
ASM001967,3,HUB001,Shelter,25248,659.3058431237563,24588.694156876245,Baseline
ASM001968,3,HUB001,Shelter,19866,513.9468524988126,19352.05314750119,Baseline
ASM001969,3,HUB001,Shelter,27159,697.4873710280814,26461.51262897192,Baseline
ASM001970,3,HUB001,Shelter,30323,770.9644028888963,29552.035597111102,Baseline
ASM001491,6,HUB001,Food,1002177,3719.232627118456,998457.7673728815,Baseline
ASM001492,6,HUB001,Food,1609512,5838.909235520203,1603673.0907644797,Baseline
ASM001493,6,HUB001,Food,1024477,3582.4078932183643,1020894.5921067817,Baseline
ASM001494,6,HUB001,Food,1067166,3645.953856150857,1063520.0461438491,Baseline
ASM001495,6,HUB001,Food,1215213,4052.399334298049,1211160.600665702,Baseline
ASM001531,6,HUB001,Food,1101597,3573.4156665198066,1098023.58433348,Baseline
ASM001532,6,HUB001,Food,977909,3093.828248951969,974815.1717510481,Baseline
ASM001533,6,HUB001,Food,1129720,3495.738016094833,1126224.2619839052,Baseline
ASM001534,6,HUB001,Food,1006641,3035.978740506234,1003605.0212594938,Baseline
ASM001535,6,HUB001,Food,1058178,3119.3704721648414,1055058.6295278352,Baseline
ASM001571,6,HUB001,Food,1066354,3068.880245252649,1063285.1197547473,Baseline
ASM001572,6,HUB001,Food,837002,2351.2227623236445,834650.7772376763,Baseline
ASM001573,6,HUB001,Food,894616,2465.897530059278,892150.1024699407,Baseline
ASM001574,6,HUB001,Food,910053,2458.12479917317,907594.8752008268,Baseline
ASM001575,6,HUB001,Food,874898,2314.9419277730194,872583.0580722269,Baseline
ASM001611,6,HUB001,Food,760285,1972.2133554486218,758312.7866445513,Baseline
ASM001612,6,HUB001,Food,698436,1780.8852359843547,696655.1147640157,Baseline
ASM001613,6,HUB001,Food,755227,1895.5315757365852,753331.4684242634,Baseline
ASM001614,6,HUB001,Food,886515,2187.36650832006,884327.6334916799,Baseline
ASM001615,6,HUB001,Food,707554,1711.0962546697308,705842.9037453303,Baseline
ASM001651,6,HUB001,Food,713487,1698.0672725057586,711788.9327274943,Baseline
ASM001652,6,HUB001,Food,744815,1744.2651447267112,743070.7348552733,Baseline
ASM001653,6,HUB001,Food,672209,1547.937783421617,670661.0622165784,Baseline
ASM001654,6,HUB001,Food,680473,1543.3473551912207,678929.6526448088,Baseline
ASM001655,6,HUB001,Food,686323,1532.8625785130057,684790.137421487,Baseline
ASM001691,6,HUB001,Food,426319,937.5045473162857,425381.4954526837,Baseline
ASM001692,6,HUB001,Food,446195,971.8328123075877,445223.1671876924,Baseline
ASM001693,6,HUB001,Food,565694,1219.778892149751,564474.2211078502,Baseline
ASM001694,6,HUB001,Food,391908,834.33259809425,391073.66740190575,Baseline
ASM001695,6,HUB001,Food,465295,981.8606620679773,464313.13933793205,Baseline
ASM001731,6,HUB001,Food,598776,1250.3471515776282,597525.6528484224,Baseline
ASM001732,6,HUB001,Food,618053,1273.2715695525596,616779.7284304474,Baseline
ASM001733,6,HUB001,Food,685603,1392.8578571188232,684210.1421428812,Baseline
ASM001734,6,HUB001,Food,638451,1277.123239638658,637173.8767603614,Baseline
ASM001735,6,HUB001,Food,640732,1263.3361532522774,639468.6638467477,Baseline
ASM001771,6,HUB001,Food,714214,1387.9876616829395,712826.0123383171,Baseline
ASM001772,6,HUB001,Food,793628,1517.617388062082,792110.3826119379,Baseline
ASM001773,6,HUB001,Food,690685,1297.2590207214982,689387.7409792785,Baseline
ASM001774,6,HUB001,Food,745102,1377.7908068909537,743724.2091931091,Baseline
ASM001775,6,HUB001,Food,732519,1331.891032917541,731187.1089670825,Baseline
ASM001811,6,HUB001,Food,432255,773.0305952244711,431481.96940477553,Baseline
ASM001812,6,HUB001,Food,431723,764.5953214533793,430958.40467854665,Baseline
ASM001813,6,HUB001,Food,579387,1016.1790121665257,578370.8209878334,Baseline
ASM001814,6,HUB001,Food,460955,797.9587805200512,460157.0412194799,Baseline
ASM001815,6,HUB001,Food,377716,647.1050207325574,377068.89497926744,Baseline
ASM001851,6,HUB001,Food,440319,747.9673177743734,439571.03268222563,Baseline
ASM001852,6,HUB001,Food,608482,1023.4188552861001,607458.5811447139,Baseline
ASM001853,6,HUB001,Food,432843,718.0742500496268,432124.9257499504,Baseline
ASM001854,6,HUB001,Food,495310,813.7295009824776,494496.2704990175,Baseline
ASM001855,6,HUB001,Food,574076,932.6562628781982,573143.3437371218,Baseline
ASM001891,6,HUB001,Food,346199,555.2018226562088,345643.7981773438,Baseline
ASM001892,6,HUB001,Food,343452,546.5204078438636,342905.47959215613,Baseline
ASM001893,6,HUB001,Food,335548,529.8308106170846,335018.1691893829,Baseline
ASM001894,6,HUB001,Food,330976,518.6792159481885,330457.3207840518,Baseline
ASM001895,6,HUB001,Food,341904,531.8279690278614,341372.17203097214,Baseline
ASM001931,6,HUB001,Food,712612,1099.9616315302972,711512.0383684697,Baseline
ASM001932,6,HUB001,Food,811404,1232.4391060225466,810171.5608939774,Baseline
