Assessment_ID,Event_ID,District,Response_Zone,Hours_Since_Disaster,Hub_ID,Priority_Score,Priority_Level,Estimated_Travel_Time_min,Distance_to_Hub_km,Predicted_Food_Demand,Food_Allocated,Food_Unmet,Remaining_Food_Inventory,Predicted_Water_Demand,Water_Allocated,Water_Unmet,Remaining_Water_Inventory,Predicted_Medical_Demand,Medical_Allocated,Medical_Unmet,Remaining_Medical_Inventory,Predicted_Shelter_Demand,Shelter_Allocated,Shelter_Unmet,Remaining_Shelter_Inventory
ASM000426,EVT003,Chengalpattu,Chengalpattu Response Zone,36,HUB001,60.64,High,136.22,54.04,1379162,0.0,1379162.0,0.0,1821200,0.0,1821200.0,0.0,11964,0.0,11964.0,0.0,116496,0.0,116496.0,0.0
ASM000427,EVT003,Chengalpattu,Chengalpattu Response Zone,36,HUB001,62.74,High,125.84,54.04,1311741,0.0,1311741.0,0.0,2015113,0.0,2015113.0,0.0,13133,0.0,13133.0,0.0,140578,0.0,140578.0,0.0
ASM000428,EVT003,Chengalpattu,Chengalpattu Response Zone,36,HUB001,60.86,High,128.72,54.04,1334106,0.0,1334106.0,0.0,1740938,0.0,1740938.0,0.0,23551,0.0,23551.0,0.0,107231,0.0,107231.0,0.0
ASM000429,EVT003,Chengalpattu,Chengalpattu Response Zone,36,HUB001,63.63,High,139.09,54.04,1445290,0.0,1445290.0,0.0,2379441,0.0,2379441.0,0.0,15498,0.0,15498.0,0.0,193051,0.0,193051.0,0.0
ASM000430,EVT003,Chengalpattu,Chengalpattu Response Zone,36,HUB001,59.25,Moderate,126.53,54.04,1179948,0.0,1179948.0,0.0,2158543,0.0,2158543.0,0.0,18186,0.0,18186.0,0.0,106920,0.0,106920.0,0.0
ASM000431,EVT003,Chengalpattu,Chengalpattu Response Zone,48,HUB001,68.77,High,129.68,54.04,1393491,0.0,1393491.0,0.0,2142123,0.0,2142123.0,0.0,32822,0.0,32822.0,0.0,160987,0.0,160987.0,0.0
ASM000432,EVT003,Chengalpattu,Chengalpattu Response Zone,48,HUB001,62.7,High,120.32,54.04,1221997,0.0,1221997.0,0.0,1954142,0.0,1954142.0,0.0,22274,0.0,22274.0,0.0,71194,0.0,71194.0,0.0
ASM000433,EVT003,Chengalpattu,Chengalpattu Response Zone,48,HUB001,66.2,High,129.96,54.04,1509063,0.0,1509063.0,0.0,2013406,0.0,2013406.0,0.0,29185,0.0,29185.0,0.0,113460,0.0,113460.0,0.0
ASM000434,EVT003,Chengalpattu,Chengalpattu Response Zone,48,HUB001,66.47,High,123.22,54.04,1539445,0.0,1539445.0,0.0,2361992,0.0,2361992.0,0.0,28450,0.0,28450.0,0.0,128539,0.0,128539.0,0.0
ASM000435,EVT003,Chengalpattu,Chengalpattu Response Zone,48,HUB001,66.68,High,135.23,54.04,1717400,0.0,1717400.0,0.0,2503602,0.0,2503602.0,0.0,40922,0.0,40922.0,0.0,179751,0.0,179751.0,0.0
ASM000436,EVT003,Chengalpattu,Chengalpattu Response Zone,72,HUB001,66.21,High,122.88,54.04,1510769,0.0,1510769.0,0.0,1958553,0.0,1958553.0,0.0,35935,0.0,35935.0,0.0,123879,0.0,123879.0,0.0
ASM000437,EVT003,Chengalpattu,Chengalpattu Response Zone,72,HUB001,60.3,High,129.74,54.04,1728191,0.0,1728191.0,0.0,2085899,0.0,2085899.0,0.0,17687,0.0,17687.0,0.0,170017,0.0,170017.0,0.0
ASM000438,EVT003,Chengalpattu,Chengalpattu Response Zone,72,HUB001,62.74,High,122.48,54.04,1366233,0.0,1366233.0,0.0,2097312,0.0,2097312.0,0.0,13858,0.0,13858.0,0.0,123579,0.0,123579.0,0.0
ASM000439,EVT003,Chengalpattu,Chengalpattu Response Zone,72,HUB001,58.77,Moderate,127.03,54.04,1255279,0.0,1255279.0,0.0,1856346,0.0,1856346.0,0.0,20654,0.0,20654.0,0.0,66212,0.0,66212.0,0.0
ASM000440,EVT003,Chengalpattu,Chengalpattu Response Zone,72,HUB001,65.34,High,132.93,54.04,1505138,0.0,1505138.0,0.0,2213219,0.0,2213219.0,0.0,32630,0.0,32630.0,0.0,128185,0.0,128185.0,0.0
ASM000441,EVT004,Kanniyakumari,Kanniyakumari Response Zone,0,HUB009,36.44,Low,10.0,0.0,557145,0.0,557145.0,183096.0,752049,0.0,752049.0,594968.0,2946,0.0,2946.0,2139.0,21361,0.0,21361.0,76302.0
ASM000442,EVT004,Kanniyakumari,Kanniyakumari Response Zone,0,HUB009,43.35,Low,10.0,0.0,625967,0.0,625967.0,183096.0,851520,0.0,851520.0,594968.0,4674,0.0,4674.0,2139.0,45451,0.0,45451.0,76302.0
ASM000443,EVT004,Kanniyakumari,Kanniyakumari Response Zone,0,HUB009,40.81,Low,10.0,0.0,434894,0.0,434894.0,183096.0,730662,0.0,730662.0,594968.0,2244,0.0,2244.0,2139.0,33184,0.0,33184.0,76302.0
ASM000444,EVT004,Kanniyakumari,Kanniyakumari Response Zone,0,HUB009,43.53,Low,10.0,0.0,615491,0.0,615491.0,183096.0,877143,0.0,877143.0,594968.0,6975,0.0,6975.0,2139.0,24607,0.0,24607.0,76302.0
ASM000445,EVT004,Kanniyakumari,Kanniyakumari Response Zone,0,HUB009,41.42,Low,10.0,0.0,524354,0.0,524354.0,183096.0,768540,0.0,768540.0,594968.0,4045,0.0,4045.0,2139.0,43593,0.0,43593.0,76302.0
ASM000446,EVT004,Kanniyakumari,Kanniyakumari Response Zone,3,HUB009,46.39,Moderate,10.0,0.0,557325,0.0,557325.0,183096.0,733357,0.0,733357.0,594968.0,6287,0.0,6287.0,2139.0,31246,0.0,31246.0,76302.0
ASM000447,EVT004,Kanniyakumari,Kanniyakumari Response Zone,3,HUB009,50.87,Moderate,10.0,0.0,693564,0.0,693564.0,183096.0,854718,0.0,854718.0,594968.0,8473,0.0,8473.0,2139.0,56005,0.0,56005.0,76302.0
ASM000448,EVT004,Kanniyakumari,Kanniyakumari Response Zone,3,HUB009,39.53,Low,10.0,0.0,556759,0.0,556759.0,183096.0,843072,0.0,843072.0,594968.0,3151,0.0,3151.0,2139.0,22301,0.0,22301.0,76302.0
ASM000449,EVT004,Kanniyakumari,Kanniyakumari Response Zone,3,HUB009,45.75,Moderate,11.75,0.0,597855,0.0,597855.0,183096.0,850943,0.0,850943.0,594968.0,6773,0.0,6773.0,2139.0,23949,0.0,23949.0,76302.0
ASM000450,EVT004,Kanniyakumari,Kanniyakumari Response Zone,3,HUB009,45.6,Moderate,10.0,0.0,602123,0.0,602123.0,183096.0,837028,0.0,837028.0,594968.0,6562,0.0,6562.0,2139.0,32446,0.0,32446.0,76302.0
ASM000451,EVT004,Kanniyakumari,Kanniyakumari Response Zone,6,HUB009,42.91,Low,10.21,0.0,596972,0.0,596972.0,183096.0,840142,0.0,840142.0,594968.0,6748,0.0,6748.0,2139.0,21395,0.0,21395.0,76302.0
ASM000452,EVT004,Kanniyakumari,Kanniyakumari Response Zone,6,HUB009,51.66,Moderate,11.95,0.0,646686,0.0,646686.0,183096.0,902524,0.0,902524.0,594968.0,8442,0.0,8442.0,2139.0,54802,0.0,54802.0,76302.0
ASM000453,EVT004,Kanniyakumari,Kanniyakumari Response Zone,6,HUB009,46.41,Moderate,10.0,0.0,586589,0.0,586589.0,183096.0,899132,0.0,899132.0,594968.0,6191,0.0,6191.0,2139.0,53592,0.0,53592.0,76302.0
ASM000454,EVT004,Kanniyakumari,Kanniyakumari Response Zone,6,HUB009,49.51,Moderate,10.0,0.0,664025,0.0,664025.0,183096.0,849562,0.0,849562.0,594968.0,8543,0.0,8543.0,2139.0,61934,0.0,61934.0,76302.0
ASM000455,EVT004,Kanniyakumari,Kanniyakumari Response Zone,6,HUB009,45.73,Moderate,10.0,0.0,554069,0.0,554069.0,183096.0,797059,0.0,797059.0,594968.0,4145,0.0,4145.0,2139.0,44172,0.0,44172.0,76302.0
ASM000456,EVT004,Kanniyakumari,Kanniyakumari Response Zone,12,HUB009,53.0,Moderate,10.0,0.0,617638,0.0,617638.0,183096.0,838946,0.0,838946.0,594968.0,5110,0.0,5110.0,2139.0,68477,0.0,68477.0,76302.0
ASM000457,EVT004,Kanniyakumari,Kanniyakumari Response Zone,12,HUB009,53.66,Moderate,10.0,0.0,729698,0.0,729698.0,183096.0,857785,0.0,857785.0,594968.0,10563,0.0,10563.0,2139.0,55462,0.0,55462.0,76302.0
ASM000458,EVT004,Kanniyakumari,Kanniyakumari Response Zone,12,HUB009,44.19,Low,10.0,0.0,648972,0.0,648972.0,183096.0,834665,0.0,834665.0,594968.0,4354,0.0,4354.0,2139.0,28784,0.0,28784.0,76302.0
ASM000459,EVT004,Kanniyakumari,Kanniyakumari Response Zone,12,HUB009,52.79,Moderate,10.0,0.0,712287,0.0,712287.0,183096.0,866549,0.0,866549.0,594968.0,5985,0.0,5985.0,2139.0,67329,0.0,67329.0,76302.0
ASM000460,EVT004,Kanniyakumari,Kanniyakumari Response Zone,12,HUB009,58.7,Moderate,10.0,0.0,710091,0.0,710091.0,183096.0,949183,0.0,949183.0,594968.0,8807,0.0,8807.0,2139.0,84591,0.0,84591.0,76302.0
ASM000461,EVT004,Kanniyakumari,Kanniyakumari Response Zone,24,HUB009,70.78,High,10.0,0.0,1234769,0.0,1234769.0,183096.0,1774498,0.0,1774498.0,594968.0,19209,2139.0,16123.0,0.0,182671,0.0,182671.0,0.0
ASM000461,EVT004,Kanniyakumari,Kanniyakumari Response Zone,24,HUB010,70.78,High,10.0,0.0,1234769,0.0,1234769.0,81033.0,1774498,0.0,1774498.0,263315.0,19209,947.0,16123.0,0.0,182671,0.0,182671.0,33769.0
ASM000462,EVT004,Kanniyakumari,Kanniyakumari Response Zone,24,HUB009,72.02,High,10.67,0.0,1109523,0.0,1109523.0,183096.0,1492174,0.0,1492174.0,594968.0,17794,0.0,17794.0,0.0,133684,0.0,133684.0,0.0
ASM000463,EVT004,Kanniyakumari,Kanniyakumari Response Zone,24,HUB009,66.48,High,10.58,0.0,1115282,0.0,1115282.0,183096.0,1525856,0.0,1525856.0,594968.0,10871,0.0,10871.0,0.0,105251,0.0,105251.0,0.0
ASM000464,EVT004,Kanniyakumari,Kanniyakumari Response Zone,24,HUB009,68.68,High,10.0,0.0,1054037,0.0,1054037.0,183096.0,1602772,0.0,1602772.0,594968.0,18960,0.0,18960.0,0.0,148148,76302.0,71846.0,0.0
ASM000465,EVT004,Kanniyakumari,Kanniyakumari Response Zone,24,HUB009,69.08,High,10.08,0.0,1135658,0.0,1135658.0,183096.0,1828594,0.0,1828594.0,594968.0,16196,0.0,16196.0,0.0,167714,0.0,167714.0,0.0
ASM000466,EVT004,Kanniyakumari,Kanniyakumari Response Zone,36,HUB009,61.44,High,10.04,0.0,940834,0.0,940834.0,183096.0,1333291,0.0,1333291.0,0.0,14675,0.0,14675.0,0.0,63373,0.0,63373.0,0.0
ASM000467,EVT004,Kanniyakumari,Kanniyakumari Response Zone,36,HUB009,49.45,Moderate,10.0,0.0,819188,0.0,819188.0,183096.0,1057107,0.0,1057107.0,0.0,6776,0.0,6776.0,0.0,32886,0.0,32886.0,0.0
ASM000468,EVT004,Kanniyakumari,Kanniyakumari Response Zone,36,HUB009,58.63,Moderate,10.0,0.0,957320,0.0,957320.0,183096.0,1497006,0.0,1497006.0,0.0,7293,0.0,7293.0,0.0,109016,0.0,109016.0,0.0
ASM000469,EVT004,Kanniyakumari,Kanniyakumari Response Zone,36,HUB009,61.0,High,10.81,0.0,907895,0.0,907895.0,183096.0,1244865,0.0,1244865.0,0.0,10282,0.0,10282.0,0.0,79467,0.0,79467.0,0.0
ASM000470,EVT004,Kanniyakumari,Kanniyakumari Response Zone,36,HUB009,55.2,Moderate,10.0,0.0,870637,0.0,870637.0,183096.0,1318100,0.0,1318100.0,0.0,6316,0.0,6316.0,0.0,64985,0.0,64985.0,0.0
ASM000471,EVT004,Kanniyakumari,Kanniyakumari Response Zone,48,HUB009,63.57,High,10.0,0.0,1076117,0.0,1076117.0,0.0,1515237,0.0,1515237.0,0.0,8934,0.0,8934.0,0.0,106072,0.0,106072.0,0.0
ASM000472,EVT004,Kanniyakumari,Kanniyakumari Response Zone,48,HUB009,69.3,High,10.0,0.0,1012281,0.0,1012281.0,0.0,1886727,0.0,1886727.0,0.0,11379,0.0,11379.0,0.0,186731,0.0,152962.0,0.0
ASM000472,EVT004,Kanniyakumari,Kanniyakumari Response Zone,48,HUB010,69.3,High,10.0,0.0,1012281,0.0,1012281.0,81033.0,1886727,0.0,1886727.0,0.0,11379,0.0,11379.0,0.0,186731,33769.0,152962.0,0.0
ASM000473,EVT004,Kanniyakumari,Kanniyakumari Response Zone,48,HUB009,64.68,High,10.0,0.0,909924,0.0,909924.0,0.0,1539975,0.0,1539975.0,0.0,21007,0.0,21007.0,0.0,58661,0.0,58661.0,0.0
ASM000474,EVT004,Kanniyakumari,Kanniyakumari Response Zone,48,HUB009,63.87,High,10.0,0.0,1172641,0.0,1172641.0,0.0,1555337,0.0,1555337.0,0.0,29102,0.0,29102.0,0.0,102617,0.0,102617.0,0.0
ASM000475,EVT004,Kanniyakumari,Kanniyakumari Response Zone,48,HUB009,71.7,High,10.88,0.0,1251648,0.0,1251648.0,0.0,1511703,0.0,1511703.0,0.0,33015,0.0,33015.0,0.0,114533,0.0,114533.0,0.0
ASM000476,EVT004,Kanniyakumari,Kanniyakumari Response Zone,72,HUB009,54.36,Moderate,10.51,0.0,890673,0.0,890673.0,0.0,1299023,0.0,1299023.0,0.0,15906,0.0,15906.0,0.0,58527,0.0,58527.0,0.0
ASM000477,EVT004,Kanniyakumari,Kanniyakumari Response Zone,72,HUB009,62.17,High,11.95,0.0,1021989,0.0,1021989.0,0.0,1771220,0.0,1771220.0,0.0,23420,0.0,23420.0,0.0,126345,0.0,126345.0,0.0
ASM000478,EVT004,Kanniyakumari,Kanniyakumari Response Zone,72,HUB009,60.41,High,10.88,0.0,893768,0.0,893768.0,0.0,1187553,0.0,1187553.0,0.0,13939,0.0,13939.0,0.0,88669,0.0,88669.0,0.0
ASM000479,EVT004,Kanniyakumari,Kanniyakumari Response Zone,72,HUB009,58.56,Moderate,10.0,0.0,1259805,0.0,1259805.0,0.0,1283846,0.0,1283846.0,0.0,14373,0.0,14373.0,0.0,90690,0.0,90690.0,0.0
ASM000480,EVT004,Kanniyakumari,Kanniyakumari Response Zone,72,HUB009,65.11,High,11.36,0.0,1042860,0.0,1042860.0,0.0,1510667,0.0,1510667.0,0.0,22520,0.0,22520.0,0.0,117707,0.0,117707.0,0.0
ASM000481,EVT004,Thoothukudi,Thoothukudi Response Zone,0,HUB009,44.17,Low,95.36,41.93,612274,0.0,612274.0,183096.0,852590,0.0,852590.0,594968.0,3203,0.0,3203.0,2139.0,48705,0.0,48705.0,76302.0
ASM000482,EVT004,Thoothukudi,Thoothukudi Response Zone,0,HUB009,45.22,Moderate,97.7,41.93,582091,0.0,582091.0,183096.0,820585,0.0,820585.0,594968.0,6620,0.0,6620.0,2139.0,20007,0.0,20007.0,76302.0
ASM000483,EVT004,Thoothukudi,Thoothukudi Response Zone,0,HUB009,44.42,Low,101.02,41.93,504016,0.0,504016.0,183096.0,795591,0.0,795591.0,594968.0,4693,0.0,4693.0,2139.0,38600,0.0,38600.0,76302.0
ASM000484,EVT004,Thoothukudi,Thoothukudi Response Zone,0,HUB009,40.47,Low,92.64,41.93,612978,0.0,612978.0,183096.0,853230,0.0,853230.0,594968.0,3049,0.0,3049.0,2139.0,45469,0.0,45469.0,76302.0
ASM000485,EVT004,Thoothukudi,Thoothukudi Response Zone,0,HUB009,44.76,Low,97.6,41.93,514455,0.0,514455.0,183096.0,809075,0.0,809075.0,594968.0,6386,0.0,6386.0,2139.0,42383,0.0,42383.0,76302.0
ASM000486,EVT004,Thoothukudi,Thoothukudi Response Zone,3,HUB009,41.72,Low,94.93,41.93,501585,0.0,501585.0,183096.0,731550,0.0,731550.0,594968.0,3303,0.0,3303.0,2139.0,18703,0.0,18703.0,76302.0
ASM000487,EVT004,Thoothukudi,Thoothukudi Response Zone,3,HUB009,43.34,Low,90.83,41.93,555374,0.0,555374.0,183096.0,778038,0.0,778038.0,594968.0,4939,0.0,4939.0,2139.0,18234,0.0,18234.0,76302.0
ASM000488,EVT004,Thoothukudi,Thoothukudi Response Zone,3,HUB009,42.94,Low,96.15,41.93,499071,0.0,499071.0,183096.0,857977,0.0,857977.0,594968.0,2948,0.0,2948.0,2139.0,35835,0.0,35835.0,76302.0
ASM000489,EVT004,Thoothukudi,Thoothukudi Response Zone,3,HUB009,39.07,Low,84.85,41.93,603090,0.0,603090.0,183096.0,809597,0.0,809597.0,594968.0,4034,0.0,4034.0,2139.0,42759,0.0,42759.0,76302.0
ASM000490,EVT004,Thoothukudi,Thoothukudi Response Zone,3,HUB009,45.96,Moderate,96.77,41.93,592987,0.0,592987.0,183096.0,817943,0.0,817943.0,594968.0,7001,0.0,7001.0,2139.0,39642,0.0,39642.0,76302.0
ASM000491,EVT004,Thoothukudi,Thoothukudi Response Zone,6,HUB009,53.94,Moderate,94.01,41.93,757938,0.0,757938.0,183096.0,968918,0.0,968918.0,594968.0,8512,0.0,8512.0,2139.0,86772,0.0,86772.0,76302.0
ASM000492,EVT004,Thoothukudi,Thoothukudi Response Zone,6,HUB009,51.23,Moderate,100.36,41.93,769673,0.0,769673.0,183096.0,834540,0.0,834540.0,594968.0,9117,0.0,9117.0,2139.0,37982,0.0,37982.0,76302.0
ASM000493,EVT004,Thoothukudi,Thoothukudi Response Zone,6,HUB009,52.34,Moderate,96.46,41.93,712090,0.0,712090.0,183096.0,889390,0.0,889390.0,594968.0,9378,0.0,9378.0,2139.0,51662,0.0,51662.0,76302.0
ASM000494,EVT004,Thoothukudi,Thoothukudi Response Zone,6,HUB009,53.38,Moderate,105.44,41.93,693871,0.0,693871.0,183096.0,1064566,0.0,1064566.0,594968.0,5350,0.0,5350.0,2139.0,89251,0.0,89251.0,76302.0
ASM000495,EVT004,Thoothukudi,Thoothukudi Response Zone,6,HUB009,47.11,Moderate,94.15,41.93,771129,0.0,771129.0,183096.0,830960,0.0,830960.0,594968.0,5606,0.0,5606.0,2139.0,22550,0.0,22550.0,76302.0
ASM000496,EVT004,Thoothukudi,Thoothukudi Response Zone,12,HUB009,56.95,Moderate,93.72,41.93,782850,0.0,782850.0,183096.0,886221,0.0,886221.0,594968.0,9064,0.0,9064.0,2139.0,57405,0.0,57405.0,76302.0
ASM000497,EVT004,Thoothukudi,Thoothukudi Response Zone,12,HUB009,58.92,Moderate,101.83,41.93,756731,0.0,756731.0,183096.0,1261730,0.0,1261730.0,594968.0,8672,0.0,8672.0,2139.0,103275,0.0,103275.0,76302.0
ASM000498,EVT004,Thoothukudi,Thoothukudi Response Zone,12,HUB009,51.2,Moderate,95.86,41.93,741861,0.0,741861.0,183096.0,866891,0.0,866891.0,594968.0,8519,0.0,8519.0,2139.0,41110,0.0,41110.0,76302.0
ASM000499,EVT004,Thoothukudi,Thoothukudi Response Zone,12,HUB009,54.82,Moderate,94.71,41.93,791929,0.0,791929.0,183096.0,1195603,0.0,1195603.0,594968.0,11303,0.0,11303.0,2139.0,47380,0.0,47380.0,76302.0
ASM000500,EVT004,Thoothukudi,Thoothukudi Response Zone,12,HUB009,55.69,Moderate,90.39,41.93,810679,0.0,810679.0,183096.0,1094017,0.0,1094017.0,594968.0,9673,0.0,9673.0,2139.0,55648,0.0,55648.0,76302.0
ASM000501,EVT004,Thoothukudi,Thoothukudi Response Zone,24,HUB009,60.8,High,103.17,41.93,911246,0.0,911246.0,183096.0,1352526,0.0,1352526.0,594968.0,8785,0.0,8785.0,0.0,100676,0.0,100676.0,0.0
ASM000502,EVT004,Thoothukudi,Thoothukudi Response Zone,24,HUB009,67.18,High,104.21,41.93,1069362,0.0,1069362.0,183096.0,1443557,0.0,1443557.0,594968.0,23089,0.0,23089.0,0.0,106176,0.0,106176.0,0.0
ASM000503,EVT004,Thoothukudi,Thoothukudi Response Zone,24,HUB009,57.44,Moderate,95.72,41.93,800178,0.0,800178.0,183096.0,1301008,0.0,1301008.0,594968.0,10455,0.0,10455.0,0.0,39858,0.0,39858.0,0.0
ASM000504,EVT004,Thoothukudi,Thoothukudi Response Zone,24,HUB009,64.07,High,91.41,41.93,1020913,0.0,1020913.0,183096.0,1324914,0.0,1324914.0,594968.0,15506,0.0,15506.0,0.0,63201,0.0,63201.0,0.0
ASM000505,EVT004,Thoothukudi,Thoothukudi Response Zone,24,HUB009,67.82,High,100.16,41.93,952230,0.0,952230.0,183096.0,1453027,0.0,1453027.0,594968.0,14150,0.0,14150.0,0.0,128847,0.0,128847.0,0.0
ASM000506,EVT004,Thoothukudi,Thoothukudi Response Zone,36,HUB009,63.91,High,100.75,41.93,1079696,0.0,1079696.0,183096.0,1453140,0.0,1453140.0,0.0,9273,0.0,9273.0,0.0,82480,0.0,82480.0,0.0
ASM000507,EVT004,Thoothukudi,Thoothukudi Response Zone,36,HUB009,63.2,High,94.97,41.93,1047095,0.0,1047095.0,183096.0,1591042,0.0,1591042.0,0.0,8387,0.0,8387.0,0.0,79007,0.0,79007.0,0.0
ASM000508,EVT004,Thoothukudi,Thoothukudi Response Zone,36,HUB009,53.7,Moderate,96.24,41.93,849158,0.0,849158.0,183096.0,1342168,0.0,1342168.0,0.0,4893,0.0,4893.0,0.0,54991,0.0,54991.0,0.0
ASM000509,EVT004,Thoothukudi,Thoothukudi Response Zone,36,HUB009,60.91,High,98.45,41.93,903992,0.0,903992.0,183096.0,1220673,0.0,1220673.0,0.0,7010,0.0,7010.0,0.0,75141,0.0,75141.0,0.0
ASM000510,EVT004,Thoothukudi,Thoothukudi Response Zone,36,HUB009,64.39,High,105.94,41.93,867050,0.0,867050.0,183096.0,1421816,0.0,1421816.0,0.0,10655,0.0,10655.0,0.0,96842,0.0,96842.0,0.0
ASM000511,EVT004,Thoothukudi,Thoothukudi Response Zone,48,HUB009,66.27,High,100.98,41.93,1075772,0.0,1075772.0,0.0,2086962,0.0,2086962.0,0.0,21119,0.0,21119.0,0.0,136585,0.0,136585.0,0.0
ASM000512,EVT004,Thoothukudi,Thoothukudi Response Zone,48,HUB009,65.31,High,99.05,41.93,1041045,0.0,1041045.0,0.0,1471165,0.0,1471165.0,0.0,25202,0.0,25202.0,0.0,66897,0.0,66897.0,0.0
ASM000513,EVT004,Thoothukudi,Thoothukudi Response Zone,48,HUB009,66.34,High,99.56,41.93,1117382,0.0,1117382.0,0.0,1512862,0.0,1512862.0,0.0,9876,0.0,9876.0,0.0,99883,0.0,99883.0,0.0
ASM000514,EVT004,Thoothukudi,Thoothukudi Response Zone,48,HUB009,71.47,High,107.62,41.93,1037499,0.0,1037499.0,0.0,2447285,0.0,2447285.0,0.0,21266,0.0,21266.0,0.0,244375,0.0,244375.0,0.0
ASM000515,EVT004,Thoothukudi,Thoothukudi Response Zone,48,HUB009,66.88,High,97.66,41.93,1091426,0.0,1091426.0,0.0,1342147,0.0,1342147.0,0.0,18852,0.0,18852.0,0.0,59599,0.0,59599.0,0.0
ASM000516,EVT004,Thoothukudi,Thoothukudi Response Zone,72,HUB009,66.95,High,103.55,41.93,1073309,0.0,1073309.0,0.0,1575461,0.0,1575461.0,0.0,14997,0.0,14997.0,0.0,100880,0.0,100880.0,0.0
ASM000517,EVT004,Thoothukudi,Thoothukudi Response Zone,72,HUB009,68.51,High,104.19,41.93,1077171,0.0,1077171.0,0.0,1612439,0.0,1612439.0,0.0,21563,0.0,21563.0,0.0,132921,0.0,132921.0,0.0
ASM000518,EVT004,Thoothukudi,Thoothukudi Response Zone,72,HUB009,66.15,High,101.37,41.93,1049313,0.0,1049313.0,0.0,1699344,0.0,1699344.0,0.0,22795,0.0,22795.0,0.0,133079,0.0,133079.0,0.0
ASM000519,EVT004,Thoothukudi,Thoothukudi Response Zone,72,HUB009,62.15,High,99.89,41.93,1055610,0.0,1055610.0,0.0,1535472,0.0,1535472.0,0.0,14280,0.0,14280.0,0.0,97825,0.0,97825.0,0.0
ASM000520,EVT004,Thoothukudi,Thoothukudi Response Zone,72,HUB009,67.23,High,101.93,41.93,1141177,0.0,1141177.0,0.0,1473974,0.0,1473974.0,0.0,28825,0.0,28825.0,0.0,60669,0.0,60669.0,0.0
ASM000521,EVT004,Tirunelveli,Tirunelveli Response Zone,0,HUB009,42.4,Low,10.0,0.0,665282,0.0,665282.0,183096.0,844208,0.0,844208.0,594968.0,3327,0.0,3327.0,2139.0,48208,0.0,48208.0,76302.0
ASM000522,EVT004,Tirunelveli,Tirunelveli Response Zone,0,HUB009,46.19,Moderate,10.0,0.0,671459,0.0,671459.0,183096.0,871193,0.0,871193.0,594968.0,7931,0.0,7931.0,2139.0,56054,0.0,56054.0,76302.0
ASM000523,EVT004,Tirunelveli,Tirunelveli Response Zone,0,HUB009,42.56,Low,10.0,0.0,664281,0.0,664281.0,183096.0,854930,0.0,854930.0,594968.0,3718,0.0,3718.0,2139.0,39903,0.0,39903.0,76302.0
ASM000524,EVT004,Tirunelveli,Tirunelveli Response Zone,0,HUB009,49.62,Moderate,10.0,0.0,677114,0.0,677114.0,183096.0,863295,0.0,863295.0,594968.0,7560,0.0,7560.0,2139.0,61590,0.0,61590.0,76302.0
ASM000525,EVT004,Tirunelveli,Tirunelveli Response Zone,0,HUB009,43.98,Low,11.02,0.0,666458,0.0,666458.0,183096.0,883634,0.0,883634.0,594968.0,5602,0.0,5602.0,2139.0,44620,0.0,44620.0,76302.0
ASM000526,EVT004,Tirunelveli,Tirunelveli Response Zone,3,HUB009,43.52,Low,10.0,0.0,617402,0.0,617402.0,183096.0,839109,0.0,839109.0,594968.0,4519,0.0,4519.0,2139.0,36388,0.0,36388.0,76302.0
ASM000527,EVT004,Tirunelveli,Tirunelveli Response Zone,3,HUB009,45.21,Moderate,10.0,0.0,645028,0.0,645028.0,183096.0,891635,0.0,891635.0,594968.0,4755,0.0,4755.0,2139.0,50375,0.0,50375.0,76302.0
ASM000528,EVT004,Tirunelveli,Tirunelveli Response Zone,3,HUB009,44.05,Low,10.0,0.0,671035,0.0,671035.0,183096.0,848428,0.0,848428.0,594968.0,3696,0.0,3696.0,2139.0,41305,0.0,41305.0,76302.0
ASM000529,EVT004,Tirunelveli,Tirunelveli Response Zone,3,HUB009,48.36,Moderate,10.0,0.0,677848,0.0,677848.0,183096.0,880983,0.0,880983.0,594968.0,4534,0.0,4534.0,2139.0,61935,0.0,61935.0,76302.0
ASM000530,EVT004,Tirunelveli,Tirunelveli Response Zone,3,HUB009,46.5,Moderate,10.0,0.0,680766,0.0,680766.0,183096.0,868033,0.0,868033.0,594968.0,5449,0.0,5449.0,2139.0,51499,0.0,51499.0,76302.0
ASM000531,EVT004,Tirunelveli,Tirunelveli Response Zone,6,HUB009,50.56,Moderate,10.0,0.0,785529,0.0,785529.0,183096.0,1022779,0.0,1022779.0,594968.0,7290,0.0,7290.0,2139.0,56420,0.0,56420.0,76302.0
ASM000532,EVT004,Tirunelveli,Tirunelveli Response Zone,6,HUB009,54.69,Moderate,11.86,0.0,662983,0.0,662983.0,183096.0,844749,0.0,844749.0,594968.0,8688,0.0,8688.0,2139.0,63225,0.0,63225.0,76302.0
ASM000533,EVT004,Tirunelveli,Tirunelveli Response Zone,6,HUB009,47.8,Moderate,10.0,0.0,657614,0.0,657614.0,183096.0,864437,0.0,864437.0,594968.0,7959,0.0,7959.0,2139.0,59670,0.0,59670.0,76302.0
ASM000534,EVT004,Tirunelveli,Tirunelveli Response Zone,6,HUB009,49.29,Moderate,10.0,0.0,663040,0.0,663040.0,183096.0,853666,0.0,853666.0,594968.0,5952,0.0,5952.0,2139.0,57638,0.0,57638.0,76302.0
