Event_ID,Hub_ID,Hours_Since_Disaster,Food_Opening_Inventory,Food_Demand,Food_Allocated,Food_Remaining,Water_Opening_Inventory,Water_Demand,Water_Allocated,Water_Remaining,Medical_Opening_Inventory,Medical_Demand,Medical_Allocated,Medical_Remaining,Shelter_Opening_Capacity,Shelter_Demand,Shelter_Allocated,Shelter_Remaining
EVT013,HUB010,6,0,3284036,0,0,0,6374523,0,0,0,18234,0,0,0,170587,0,0
EVT013,HUB010,12,0,3644955,0,0,0,6441514,0,0,0,18898,0,0,0,150699,0,0
EVT013,HUB010,24,0,4920200,0,0,0,7753351,0,0,0,25720,0,0,0,205001,0,0
EVT013,HUB010,36,0,4814373,0,0,0,9616161,0,0,0,24879,0,0,0,187974,0,0
EVT013,HUB010,48,0,4740358,0,0,0,7808626,0,0,0,23089,0,0,0,260799,0,0
EVT013,HUB010,72,0,4224321,0,0,0,9185267,0,0,0,21318,0,0,0,182545,0,0
EVT014,HUB001,0,111873,1772887,111873,0,420687,3584978,420687,0,1151,8201,1151,0,38264,13303,13303,24961
EVT014,HUB001,3,0,1875859,0,0,0,3097386,0,0,0,7520,0,0,24961,24310,24310,651
EVT014,HUB001,6,0,2083600,0,0,0,3934206,0,0,0,9087,0,0,651,22441,651,0
EVT014,HUB001,12,0,2075534,0,0,0,5778484,0,0,0,9835,0,0,0,28025,0,0
EVT014,HUB001,24,0,2847807,0,0,0,4264159,0,0,0,11721,0,0,0,43341,0,0
EVT014,HUB001,36,0,1966523,0,0,0,5674020,0,0,0,10841,0,0,0,36360,0,0
EVT014,HUB001,48,0,3222715,0,0,0,4384344,0,0,0,12449,0,0,0,49843,0,0
EVT014,HUB001,72,0,3609258,0,0,0,6508628,0,0,0,14158,0,0,0,41299,0,0
EVT014,HUB002,0,80820,769821,80820,0,303916,1694838,303916,0,832,3818,832,0,27643,7446,7446,20197
EVT014,HUB002,3,0,831716,0,0,0,1957697,0,0,0,4097,0,0,20197,10356,10356,9841
EVT014,HUB002,6,0,971169,0,0,0,2089272,0,0,0,4254,0,0,9841,17284,9841,0
EVT014,HUB002,12,0,1195295,0,0,0,2114407,0,0,0,5190,0,0,0,16316,0,0
EVT014,HUB002,24,0,1324173,0,0,0,2504576,0,0,0,5324,0,0,0,14193,0,0
EVT014,HUB002,36,0,1363452,0,0,0,3208494,0,0,0,5507,0,0,0,16521,0,0
EVT014,HUB002,48,0,1701294,0,0,0,3311633,0,0,0,7126,0,0,0,29330,0,0
EVT014,HUB002,72,0,1775888,0,0,0,3626614,0,0,0,8211,0,0,0,39577,0,0
EVT014,HUB003,0,108672,630127,108672,0,408650,1551556,408650,0,1118,3187,1118,0,37169,9663,9663,27506
EVT014,HUB003,3,0,515688,0,0,0,1221934,0,0,0,2521,0,0,27506,5981,5981,21525
EVT014,HUB003,6,0,544136,0,0,0,1367591,0,0,0,2668,0,0,21525,8080,8080,13445
EVT014,HUB003,12,0,649178,0,0,0,1249903,0,0,0,3207,0,0,13445,7580,7580,5865
EVT014,HUB003,24,0,969989,0,0,0,2199479,0,0,0,4229,0,0,5865,15198,5865,0
EVT014,HUB003,36,0,1149486,0,0,0,2331252,0,0,0,4197,0,0,0,13955,0,0
EVT014,HUB003,48,0,1246732,0,0,0,2794845,0,0,0,5439,0,0,0,16740,0,0
EVT014,HUB003,72,0,960667,0,0,0,2246214,0,0,0,4745,0,0,0,22165,0,0
EVT014,HUB004,0,129483,1004838,129483,0,486908,2227308,486908,0,1332,5114,1332,0,44287,14549,14549,29738
EVT014,HUB004,3,0,949685,0,0,0,2124053,0,0,0,4285,0,0,29738,11035,11035,18703
EVT014,HUB004,6,0,963433,0,0,0,1672005,0,0,0,4378,0,0,18703,10884,10884,7819
EVT014,HUB004,12,0,1136815,0,0,0,2597414,0,0,0,5044,0,0,7819,12287,7819,0
EVT014,HUB004,24,0,1528939,0,0,0,3056865,0,0,0,6618,0,0,0,25781,0,0
EVT014,HUB004,36,0,1832985,0,0,0,3304387,0,0,0,6759,0,0,0,21699,0,0
EVT014,HUB004,48,0,1567080,0,0,0,3616354,0,0,0,6845,0,0,0,19562,0,0
EVT014,HUB004,72,0,2146406,0,0,0,4043375,0,0,0,8154,0,0,0,33057,0,0
EVT014,HUB005,0,190010,1216351,190010,0,714512,2769088,714512,0,1955,5062,1955,0,64988,16652,16652,48336
EVT014,HUB005,3,0,1151637,0,0,0,2566860,0,0,0,5828,0,0,48336,12810,12810,35526
EVT014,HUB005,6,0,940052,0,0,0,2294854,0,0,0,5150,0,0,35526,9332,9332,26194
EVT014,HUB005,12,0,1300252,0,0,0,2623279,0,0,0,5466,0,0,26194,12908,12908,13286
EVT014,HUB005,24,0,2063132,0,0,0,4039322,0,0,0,7193,0,0,13286,20948,13286,0
EVT014,HUB005,36,0,2097893,0,0,0,5212733,0,0,0,10085,0,0,0,39441,0,0
EVT014,HUB005,48,0,1765345,0,0,0,4207006,0,0,0,8198,0,0,0,25718,0,0
EVT014,HUB005,72,0,2548136,0,0,0,5100857,0,0,0,11042,0,0,0,41783,0,0
EVT014,HUB006,0,156693,3107605,156693,0,589227,6660330,589227,0,1612,13686,1612,0,53593,30890,30890,22703
EVT014,HUB006,3,0,2819493,0,0,0,6734006,0,0,0,13080,0,0,22703,34067,22703,0
EVT014,HUB006,6,0,2994071,0,0,0,5637666,0,0,0,13681,0,0,0,40650,0,0
EVT014,HUB006,12,0,3517862,0,0,0,7447930,0,0,0,15223,0,0,0,42146,0,0
EVT014,HUB006,24,0,4085396,0,0,0,8421538,0,0,0,16390,0,0,0,50283,0,0
EVT014,HUB006,36,0,3917091,0,0,0,8267952,0,0,0,16506,0,0,0,42386,0,0
EVT014,HUB006,48,0,3973979,0,0,0,8755821,0,0,0,18449,0,0,0,61910,0,0
EVT014,HUB006,72,0,5993156,0,0,0,14269263,0,0,0,24735,0,0,0,102720,0,0
EVT014,HUB008,0,159854,3550855,159854,0,601114,6721895,601114,0,1645,15725,1645,0,54674,41276,41276,13398
EVT014,HUB008,3,0,3919146,0,0,0,7645079,0,0,0,17589,0,0,13398,52594,13398,0
EVT014,HUB008,6,0,4137280,0,0,0,9171770,0,0,0,18334,0,0,0,50443,0,0
EVT014,HUB008,12,0,3745116,0,0,0,7949306,0,0,0,17361,0,0,0,47568,0,0
EVT014,HUB008,24,0,4917349,0,0,0,11596916,0,0,0,21472,0,0,0,61621,0,0
EVT014,HUB008,36,0,6241869,0,0,0,13389590,0,0,0,25791,0,0,0,109543,0,0
EVT014,HUB008,48,0,6165489,0,0,0,14371607,0,0,0,27205,0,0,0,90246,0,0
EVT014,HUB008,72,0,6827887,0,0,0,15131634,0,0,0,29193,0,0,0,117553,0,0
EVT014,HUB009,0,166875,1722344,166875,0,627516,4097441,627516,0,1717,8883,1717,0,57076,20844,20844,36232
EVT014,HUB009,3,0,1983841,0,0,0,3774434,0,0,0,8550,0,0,36232,21987,21987,14245
EVT014,HUB009,6,0,2193396,0,0,0,4193631,0,0,0,9104,0,0,14245,30923,14245,0
EVT014,HUB009,12,0,2354393,0,0,0,5962115,0,0,0,11597,0,0,0,41291,0,0
EVT014,HUB009,24,0,3095518,0,0,0,6272614,0,0,0,11603,0,0,0,38840,0,0
EVT014,HUB009,36,0,3482620,0,0,0,7460068,0,0,0,13828,0,0,0,59662,0,0
EVT014,HUB009,48,0,3291245,0,0,0,7291784,0,0,0,14738,0,0,0,55754,0,0
EVT014,HUB009,72,0,3866311,0,0,0,9186967,0,0,0,16750,0,0,0,65335,0,0
EVT015,HUB006,0,44827,3288766,44827,0,160301,5314866,160301,0,448,15758,448,0,16384,71257,16384,0
EVT015,HUB006,3,0,3741411,0,0,0,6334400,0,0,0,17986,0,0,0,72353,0,0
EVT015,HUB006,6,0,3888238,0,0,0,6026938,0,0,0,18452,0,0,0,83654,0,0
EVT015,HUB006,12,0,4680725,0,0,0,8104612,0,0,0,23529,0,0,0,130472,0,0
EVT015,HUB006,24,0,5932299,0,0,0,10354133,0,0,0,25659,0,0,0,132911,0,0
EVT015,HUB006,36,0,5857526,0,0,0,9933282,0,0,0,28435,0,0,0,166292,0,0
EVT015,HUB006,48,0,5896755,0,0,0,9069768,0,0,0,25122,0,0,0,134946,0,0
EVT015,HUB006,72,0,5462356,0,0,0,9679022,0,0,0,23546,0,0,0,123366,0,0
EVT015,HUB007,0,100877,1346674,100877,0,360737,2368642,360737,0,1009,6531,1009,0,36870,31323,31323,5547
EVT015,HUB007,3,0,1451284,0,0,0,2635534,0,0,0,7244,0,0,5547,31029,5547,0
EVT015,HUB007,6,0,2288341,0,0,0,3291725,0,0,0,9314,0,0,0,45609,0,0
EVT015,HUB007,12,0,2275411,0,0,0,3636592,0,0,0,10483,0,0,0,48240,0,0
EVT015,HUB007,24,0,2895118,0,0,0,5265013,0,0,0,11949,0,0,0,75163,0,0
EVT015,HUB007,36,0,3123711,0,0,0,5633143,0,0,0,13633,0,0,0,98893,0,0
EVT015,HUB007,48,0,2631855,0,0,0,4693436,0,0,0,12102,0,0,0,76938,0,0
EVT015,HUB007,72,0,2439332,0,0,0,4505327,0,0,0,11278,0,0,0,50297,0,0
EVT015,HUB008,0,86681,658343,86681,0,309973,1016503,309973,0,867,2970,867,0,31682,13403,13403,18279
EVT015,HUB008,3,0,995265,0,0,0,1336688,0,0,0,4100,0,0,18279,22836,18279,0
EVT015,HUB008,6,0,1158102,0,0,0,1399512,0,0,0,4650,0,0,0,27149,0,0
EVT015,HUB008,12,0,1094263,0,0,0,1515563,0,0,0,5338,0,0,0,31167,0,0
EVT015,HUB008,24,0,1250428,0,0,0,1951526,0,0,0,5561,0,0,0,25007,0,0
EVT015,HUB008,36,0,1520268,0,0,0,2429929,0,0,0,6622,0,0,0,44291,0,0
EVT015,HUB008,48,0,1133187,0,0,0,2238601,0,0,0,5813,0,0,0,36742,0,0
EVT015,HUB008,72,0,1552150,0,0,0,1917903,0,0,0,5531,0,0,0,32718,0,0
EVT016,HUB006,0,35953,1032861,35953,0,142258,1882653,142258,0,387,4987,387,0,14207,17005,14207,0
EVT016,HUB006,3,0,1484508,0,0,0,2580359,0,0,0,7236,0,0,0,31966,0,0
EVT016,HUB006,6,0,1391923,0,0,0,2166630,0,0,0,6511,0,0,0,31138,0,0
EVT016,HUB006,12,0,1571955,0,0,0,2275896,0,0,0,7607,0,0,0,39995,0,0
EVT016,HUB006,24,0,1818108,0,0,0,3301626,0,0,0,8396,0,0,0,50304,0,0
EVT016,HUB006,36,0,1975352,0,0,0,3515165,0,0,0,8538,0,0,0,43536,0,0
EVT016,HUB006,48,0,1695411,0,0,0,3129344,0,0,0,7960,0,0,0,44589,0,0
EVT016,HUB006,72,0,1997506,0,0,0,3605796,0,0,0,8701,0,0,0,47437,0,0
EVT016,HUB007,0,32551,652634,32551,0,128796,1280682,128796,0,351,3623,351,0,12862,15602,12862,0
EVT016,HUB007,3,0,553203,0,0,0,832526,0,0,0,2433,0,0,0,10488,0,0
EVT016,HUB007,6,0,680437,0,0,0,1334442,0,0,0,3685,0,0,0,18012,0,0
EVT016,HUB007,12,0,427308,0,0,0,800353,0,0,0,2462,0,0,0,10314,0,0
EVT016,HUB007,24,0,898859,0,0,0,1732940,0,0,0,4195,0,0,0,19697,0,0
EVT016,HUB007,36,0,1121456,0,0,0,1902829,0,0,0,4621,0,0,0,27095,0,0
EVT016,HUB007,48,0,822734,0,0,0,1553507,0,0,0,3825,0,0,0,21182,0,0
EVT016,HUB007,72,0,1007509,0,0,0,2065506,0,0,0,4454,0,0,0,30133,0,0
EVT016,HUB008,0,16521,242204,16521,0,65369,269166,65369,0,178,1013,178,0,6528,3941,3941,2587
EVT016,HUB008,3,0,303266,0,0,0,463261,0,0,0,1243,0,0,2587,5662,2587,0
EVT016,HUB008,6,0,290005,0,0,0,549931,0,0,0,1436,0,0,0,7144,0,0
EVT016,HUB008,12,0,376499,0,0,0,555927,0,0,0,1725,0,0,0,12567,0,0
EVT016,HUB008,24,0,529860,0,0,0,678573,0,0,0,1829,0,0,0,9485,0,0
EVT016,HUB008,36,0,369732,0,0,0,552028,0,0,0,1664,0,0,0,6553,0,0
EVT016,HUB008,48,0,416360,0,0,0,948439,0,0,0,2281,0,0,0,11680,0,0
EVT016,HUB008,72,0,385157,0,0,0,783437,0,0,0,1771,0,0,0,11804,0,0
EVT017,HUB006,0,87897,4867745,87897,0,342497,8205293,342497,0,1006,23541,1006,0,32033,131564,32033,0
EVT017,HUB006,3,0,4892918,0,0,0,8017011,0,0,0,23662,0,0,0,130956,0,0
EVT017,HUB006,6,0,4932045,0,0,0,8221478,0,0,0,24401,0,0,0,134283,0,0
EVT017,HUB006,12,0,6377786,0,0,0,10122226,0,0,0,32244,0,0,0,193897,0,0
EVT017,HUB006,24,0,8399037,0,0,0,15096888,0,0,0,41766,0,0,0,301377,0,0
EVT017,HUB006,36,0,7012132,0,0,0,13123478,0,0,0,32058,0,0,0,177697,0,0
EVT017,HUB006,48,0,7928907,0,0,0,14233843,0,0,0,38188,0,0,0,201342,0,0
EVT017,HUB006,72,0,7990424,0,0,0,14307962,0,0,0,36744,0,0,0,190270,0,0
EVT017,HUB007,0,108199,2187988,108199,0,421607,3259895,421607,0,1239,9704,1239,0,39431,43373,39431,0
EVT017,HUB007,3,0,2845637,0,0,0,3957841,0,0,0,13016,0,0,0,58715,0,0
EVT017,HUB007,6,0,2421007,0,0,0,3630434,0,0,0,11235,0,0,0,49472,0,0
EVT017,HUB007,12,0,3126715,0,0,0,5352119,0,0,0,15490,0,0,0,84944,0,0
EVT017,HUB007,24,0,4021142,0,0,0,6580790,0,0,0,18662,0,0,0,109089,0,0
EVT017,HUB007,36,0,4115054,0,0,0,6792931,0,0,0,18348,0,0,0,116144,0,0
EVT017,HUB007,48,0,3848623,0,0,0,7052090,0,0,0,16394,0,0,0,94786,0,0
EVT017,HUB007,72,0,3108633,0,0,0,5332573,0,0,0,16656,0,0,0,88909,0,0
EVT017,HUB008,0,65091,1725921,65091,0,253632,2666191,253632,0,745,8398,745,0,23721,42369,23721,0
EVT017,HUB008,3,0,1982420,0,0,0,3221334,0,0,0,8565,0,0,0,39083,0,0
EVT017,HUB008,6,0,2241379,0,0,0,3338737,0,0,0,10711,0,0,0,46979,0,0
EVT017,HUB008,12,0,2472039,0,0,0,4616902,0,0,0,12959,0,0,0,75800,0,0
EVT017,HUB008,24,0,3361991,0,0,0,5800221,0,0,0,14137,0,0,0,73752,0,0
EVT017,HUB008,36,0,2802506,0,0,0,5458968,0,0,0,13900,0,0,0,88074,0,0
EVT017,HUB008,48,0,2678178,0,0,0,5458744,0,0,0,15021,0,0,0,76354,0,0
EVT017,HUB008,72,0,2886499,0,0,0,5162098,0,0,0,13332,0,0,0,76883,0,0
EVT018,HUB007,0,21116,1489509,21116,0,71563,2668490,71563,0,256,7273,256,0,9003,45019,9003,0
EVT018,HUB007,3,0,1859271,0,0,0,3071154,0,0,0,8890,0,0,0,83050,0,0
EVT018,HUB007,6,0,1663527,0,0,0,2801472,0,0,0,9950,0,0,0,60601,0,0
EVT018,HUB007,12,0,1813130,0,0,0,2818400,0,0,0,10586,0,0,0,60042,0,0
EVT018,HUB007,24,0,3180686,0,0,0,5614351,0,0,0,15208,0,0,0,146563,0,0
EVT018,HUB007,36,0,2630303,0,0,0,4658671,0,0,0,14203,0,0,0,103039,0,0
EVT018,HUB007,48,0,2606559,0,0,0,5967435,0,0,0,15101,0,0,0,127895,0,0
EVT018,HUB007,72,0,2547522,0,0,0,4084378,0,0,0,11686,0,0,0,82383,0,0
EVT019,HUB001,0,175390,9177904,175390,0,763946,19771657,763946,0,2004,43983,2004,0,68146,13471,13471,54675
EVT019,HUB001,3,0,8716829,0,0,0,19395017,0,0,0,42788,0,0,54675,12736,12736,41939
EVT019,HUB001,6,0,9619919,0,0,0,23369686,0,0,0,46498,0,0,41939,14531,14531,27408
EVT019,HUB001,12,0,9558820,0,0,0,23845925,0,0,0,49745,0,0,27408,14856,14856,12552
EVT019,HUB001,24,0,12941940,0,0,0,31026861,0,0,0,59755,0,0,12552,24205,12552,0
EVT019,HUB001,36,0,13956455,0,0,0,35787635,0,0,0,62729,0,0,0,27678,0,0
EVT019,HUB001,48,0,16734392,0,0,0,37490172,0,0,0,76980,0,0,0,34448,0,0
EVT019,HUB001,72,0,16666535,0,0,0,41610344,0,0,0,80626,0,0,0,37392,0,0
EVT019,HUB004,0,117360,1682776,117360,0,511185,3563627,511185,0,1341,7721,1341,0,45599,1682,1682,43917
EVT019,HUB004,3,0,1985534,0,0,0,4124576,0,0,0,10395,0,0,43917,2933,2933,40984
EVT019,HUB004,6,0,2046129,0,0,0,5362001,0,0,0,10952,0,0,40984,3551,3551,37433
EVT019,HUB004,12,0,2172130,0,0,0,5293955,0,0,0,11116,0,0,37433,2877,2877,34556
EVT019,HUB004,24,0,2680505,0,0,0,6344011,0,0,0,10961,0,0,34556,4579,4579,29977
EVT019,HUB004,36,0,2651368,0,0,0,9204292,0,0,0,14140,0,0,29977,6345,6345,23632
EVT019,HUB004,48,0,3517249,0,0,0,9540073,0,0,0,17685,0,0,23632,9383,9383,14249
EVT019,HUB004,72,0,3513782,0,0,0,8911412,0,0,0,16858,0,0,14249,5959,5959,8290
EVT019,HUB005,0,133303,3513633,133303,0,580628,8077163,580628,0,1523,17051,1523,0,51794,5061,5061,46733
EVT019,HUB005,3,0,2943793,0,0,0,6507461,0,0,0,14377,0,0,46733,3894,3894,42839
EVT019,HUB005,6,0,3254048,0,0,0,7403789,0,0,0,16277,0,0,42839,5500,5500,37339
EVT019,HUB005,12,0,3977176,0,0,0,8866304,0,0,0,20682,0,0,37339,7494,7494,29845
EVT019,HUB005,24,0,4676800,0,0,0,13276139,0,0,0,20888,0,0,29845,7422,7422,22423
EVT019,HUB005,36,0,5325024,0,0,0,11896218,0,0,0,26834,0,0,22423,12472,12472,9951
EVT019,HUB005,48,0,6324105,0,0,0,15504456,0,0,0,31877,0,0,9951,14330,9951,0
EVT019,HUB005,72,0,6119334,0,0,0,16712807,0,0,0,31984,0,0,0,15127,0,0
EVT019,HUB006,0,214519,1260164,214519,0,934385,2347658,934385,0,2451,5529,2451,0,83350,1463,1463,81887
EVT019,HUB006,3,0,959077,0,0,0,2209984,0,0,0,4653,0,0,81887,1250,1250,80637
EVT019,HUB006,6,0,1210746,0,0,0,2212870,0,0,0,6168,0,0,80637,2821,2821,77816
EVT019,HUB006,12,0,1041270,0,0,0,3000328,0,0,0,5616,0,0,77816,1802,1802,76014
EVT019,HUB006,24,0,1436310,0,0,0,3143274,0,0,0,6197,0,0,76014,2069,2069,73945
EVT019,HUB006,36,0,1530048,0,0,0,3484762,0,0,0,6629,0,0,73945,2695,2695,71250
EVT019,HUB006,48,0,1935414,0,0,0,4908656,0,0,0,10121,0,0,71250,5382,5382,65868
EVT019,HUB006,72,0,1578490,0,0,0,5343528,0,0,0,10778,0,0,65868,4951,4951,60917
EVT019,HUB008,0,102144,2411117,102144,0,444908,5460303,444908,0,1167,12765,1167,0,39687,3698,3698,35989
EVT019,HUB008,3,0,2087502,0,0,0,5424483,0,0,0,11550,0,0,35989,2970,2970,33019
EVT019,HUB008,6,0,2480584,0,0,0,5028584,0,0,0,11574,0,0,33019,4169,4169,28850
EVT019,HUB008,12,0,3147510,0,0,0,7425982,0,0,0,15150,0,0,28850,4062,4062,24788
EVT019,HUB008,24,0,2796275,0,0,0,7200409,0,0,0,13119,0,0,24788,4773,4773,20015
EVT019,HUB008,36,0,4417569,0,0,0,10235820,0,0,0,19849,0,0,20015,8266,8266,11749
EVT019,HUB008,48,0,3940710,0,0,0,9741181,0,0,0,17951,0,0,11749,8537,8537,3212
EVT019,HUB008,72,0,5770841,0,0,0,13082897,0,0,0,23838,0,0,3212,10992,3212,0
EVT020,HUB001,0,145225,6045985,145225,0,590441,13785080,590441,0,1432,28130,1432,0,49359,7948,7948,41411
EVT020,HUB001,3,0,5957286,0,0,0,14157204,0,0,0,29127,0,0,41411,7620,7620,33791
EVT020,HUB001,6,0,5969835,0,0,0,13792616,0,0,0,28562,0,0,33791,8485,8485,25306
EVT020,HUB001,12,0,6648600,0,0,0,13937810,0,0,0,30402,0,0,25306,10689,10689,14617
EVT020,HUB001,24,0,7453873,0,0,0,21245179,0,0,0,36375,0,0,14617,10382,10382,4235
EVT020,HUB001,36,0,8769882,0,0,0,20680633,0,0,0,40762,0,0,4235,14423,4235,0
EVT020,HUB001,48,0,10384976,0,0,0,25555475,0,0,0,45682,0,0,0,17043,0,0
EVT020,HUB001,72,0,11557459,0,0,0,27536966,0,0,0,54137,0,0,0,24379,0,0
EVT020,HUB005,0,148524,2301700,148524,0,603854,5896465,603854,0,1464,11645,1464,0,50480,3581,3581,46899
EVT020,HUB005,3,0,2364502,0,0,0,5101814,0,0,0,10596,0,0,46899,2679,2679,44220
EVT020,HUB005,6,0,2347361,0,0,0,5834405,0,0,0,11299,0,0,44220,3006,3006,41214
EVT020,HUB005,12,0,2290895,0,0,0,5460788,0,0,0,11340,0,0,41214,2757,2757,38457
EVT020,HUB005,24,0,3336843,0,0,0,8338695,0,0,0,14084,0,0,38457,5270,5270,33187
EVT020,HUB005,36,0,2939157,0,0,0,8588596,0,0,0,14183,0,0,33187,4875,4875,28312
EVT020,HUB005,48,0,4318431,0,0,0,10402219,0,0,0,18858,0,0,28312,6705,6705,21607
EVT020,HUB005,72,0,4805927,0,0,0,11704686,0,0,0,19748,0,0,21607,8582,8582,13025
EVT020,HUB006,0,83397,1674793,83397,0,339066,4446773,339066,0,822,8497,822,0,28345,1991,1991,26354
EVT020,HUB006,3,0,1862940,0,0,0,4021638,0,0,0,8805,0,0,26354,2711,2711,23643
EVT020,HUB006,6,0,2193683,0,0,0,4406216,0,0,0,10872,0,0,23643,3456,3456,20187
EVT020,HUB006,12,0,2234079,0,0,0,5188634,0,0,0,10927,0,0,20187,3442,3442,16745
EVT020,HUB006,24,0,2506914,0,0,0,6388081,0,0,0,10598,0,0,16745,2767,2767,13978
EVT020,HUB006,36,0,3623135,0,0,0,7999953,0,0,0,15452,0,0,13978,5836,5836,8142
EVT020,HUB006,48,0,3156669,0,0,0,7131730,0,0,0,14530,0,0,8142,5563,5563,2579
EVT020,HUB006,72,0,4285564,0,0,0,10629189,0,0,0,17684,0,0,2579,7862,2579,0
EVT020,HUB008,0,131814,1250434,131814,0,535918,3159470,535918,0,1300,6268,1300,0,44801,1110,1110,43691
EVT020,HUB008,3,0,1776370,0,0,0,4338513,0,0,0,8546,0,0,43691,2279,2279,41412
EVT020,HUB008,6,0,1562831,0,0,0,3443772,0,0,0,7656,0,0,41412,2005,2005,39407
EVT020,HUB008,12,0,1649294,0,0,0,3946511,0,0,0,8318,0,0,39407,2726,2726,36681
EVT020,HUB008,24,0,2073736,0,0,0,5633487,0,0,0,9101,0,0,36681,3222,3222,33459
EVT020,HUB008,36,0,2630308,0,0,0,5571611,0,0,0,10988,0,0,33459,3905,3905,29554
EVT020,HUB008,48,0,2744471,0,0,0,6234876,0,0,0,14016,0,0,29554,6074,6074,23480
EVT020,HUB008,72,0,3425810,0,0,0,7668126,0,0,0,14755,0,0,23480,5712,5712,17768
