Assessment_ID,Event_ID,Location_ID,District,Response_Zone,Assessment_Window,Hours_Since_Disaster,Simulation_ID,Latitude,Longitude,Hub_ID,Distance_to_Hub_km,Population_Baseline,Population_Affected_Est,Affected_Population_pct,Fatalities_Est,Injured_Est,Houses_Damaged_Est,Severity_Score,Infrastructure_Damage_Score,Accessibility_Score,Medical_Urgency_Score,Rainfall_mm,Wind_Speed_kmph,Temperature_C,Flood_Depth_m,River_Level_m,Storm_Surge_m,Wave_Height_m,Burned_Area_km2,Rainfall_Deficit_pct,Slope_Risk_Score,Rescue_Cases_Est,Road_Access_Score,Estimated_Travel_Time_min,Estimated_Relief_Time_min,Food_Required_packets,Water_Required_Liters,Medical_Kits_Required,Shelter_Spaces_Required,Priority_Score,Priority_Level,Required_Rescue_Personnel,Required_Distribution_Personnel,Required_Medical_Personnel,Recommended_Total_Personnel
ASM001529,EVT010,LOC028,Tiruvallur,Tiruvallur Response Zone,T+3h,3,SIM004,13.143,79.9088,HUB001,39.76,750000,293140,39.09,99,5618,43049,48.87,44.79,66.12,43.97,242.87,86.87,30.14,1.03,5.48,0.9,0.0,0.0,0.0,0.0,4949,66.12,93.91,1507.96,379762,1422604,4478,153074,46.03,Moderate,619,889,229,1737
ASM001530,EVT010,LOC028,Tiruvallur,Tiruvallur Response Zone,T+3h,3,SIM005,13.143,79.9088,HUB001,39.76,750000,287045,38.27,44,3332,41154,47.89,51.73,64.55,42.79,262.0,147.81,31.67,1.86,4.77,1.64,0.0,0.0,0.0,0.0,4690,64.55,91.74,1475.95,370734,1416181,4344,149183,44.84,Low,587,872,137,1596
ASM001531,EVT010,LOC028,Tiruvallur,Tiruvallur Response Zone,T+6h,6,SIM001,13.143,79.9088,HUB001,39.76,750000,309934,41.32,112,2811,42549,56.56,40.93,68.43,45.16,223.7,91.38,31.58,0.91,4.59,1.92,0.0,0.0,0.0,0.0,6542,68.43,93.07,1606.87,411049,1538257,4779,167800,45.83,Moderate,818,958,117,1893
ASM001532,EVT010,LOC028,Tiruvallur,Tiruvallur Response Zone,T+6h,6,SIM002,13.143,79.9088,HUB001,39.76,750000,316187,42.16,45,7593,28976,55.71,40.92,67.23,53.35,211.73,109.51,28.34,1.65,5.6,1.59,0.0,0.0,0.0,0.0,6526,67.23,93.15,1609.28,418261,1511786,5186,170509,49.98,Moderate,816,980,309,2105
ASM001533,EVT010,LOC028,Tiruvallur,Tiruvallur Response Zone,T+6h,6,SIM003,13.143,79.9088,HUB001,39.76,750000,318044,42.41,54,3898,68296,53.9,52.29,73.89,38.64,225.16,106.74,29.17,1.62,3.68,1.45,0.0,0.0,0.0,0.0,6249,73.89,86.19,1658.98,418425,1533011,4655,170078,46.38,Moderate,782,958,160,1900
ASM001534,EVT010,LOC028,Tiruvallur,Tiruvallur Response Zone,T+6h,6,SIM004,13.143,79.9088,HUB001,39.76,750000,303034,40.4,38,2769,61725,53.71,54.3,60.48,43.57,243.52,117.82,28.7,1.52,3.04,1.79,0.0,0.0,0.0,0.0,5921,60.48,98.15,1599.75,398436,1452602,4615,161900,47.29,Moderate,741,920,115,1776
ASM001535,EVT010,LOC028,Tiruvallur,Tiruvallur Response Zone,T+6h,6,SIM005,13.143,79.9088,HUB001,39.76,750000,300609,40.08,75,4334,64590,49.46,55.07,65.43,40.69,266.38,93.19,28.62,1.75,4.85,1.34,0.0,0.0,0.0,0.0,5172,65.43,88.08,1568.16,390147,1434505,4474,157417,46.59,Moderate,647,901,177,1725
ASM001536,EVT010,LOC028,Tiruvallur,Tiruvallur Response Zone,T+12h,12,SIM001,13.143,79.9088,HUB001,39.76,750000,285125,38.02,44,4938,52996,55.9,56.46,56.04,44.74,225.18,118.79,27.63,1.32,3.73,2.03,0.0,0.0,0.0,0.0,5915,56.04,96.84,1507.2,377391,1352437,4382,153896,50.11,Moderate,740,867,202,1809
ASM001537,EVT010,LOC028,Tiruvallur,Tiruvallur Response Zone,T+12h,12,SIM002,13.143,79.9088,HUB001,39.76,750000,341097,45.48,68,3116,40886,57.97,39.42,72.35,44.57,271.12,158.51,29.65,1.36,5.09,2.0,0.0,0.0,0.0,0.0,7464,72.35,85.18,1729.02,454296,1658622,5235,185870,46.44,Moderate,933,1048,129,2110
ASM001538,EVT010,LOC028,Tiruvallur,Tiruvallur Response Zone,T+12h,12,SIM003,13.143,79.9088,HUB001,39.76,750000,332628,44.35,61,4404,68868,52.62,54.18,62.57,52.69,276.59,117.16,31.0,1.54,6.17,1.22,0.0,0.0,0.0,0.0,6301,62.57,94.6,1762.62,435907,1635114,5429,176812,50.38,Moderate,788,1035,181,2004
ASM001539,EVT010,LOC028,Tiruvallur,Tiruvallur Response Zone,T+12h,12,SIM004,13.143,79.9088,HUB001,39.76,750000,286338,38.18,91,2882,67579,53.99,62.34,58.13,42.85,236.9,151.8,30.66,0.66,4.01,1.54,0.0,0.0,0.0,0.0,5639,58.13,98.95,1545.27,376806,1403771,4336,153181,48.69,Moderate,705,875,119,1699
ASM001540,EVT010,LOC028,Tiruvallur,Tiruvallur Response Zone,T+12h,12,SIM005,13.143,79.9088,HUB001,39.76,750000,299520,39.94,109,4877,27686,56.84,45.64,63.41,50.1,233.17,117.21,29.48,1.21,4.96,2.65,0.0,0.0,0.0,0.0,6369,63.41,92.65,1533.43,397576,1452308,4796,162373,49.29,Moderate,797,928,200,1925
ASM001541,EVT010,LOC028,Tiruvallur,Tiruvallur Response Zone,T+24h,24,SIM001,13.143,79.9088,HUB001,39.76,750000,376077,50.14,88,9593,47245,77.5,52.35,57.86,63.29,349.69,139.18,31.0,2.11,4.61,2.68,0.0,0.0,0.0,0.0,12269,57.86,100.78,2023.87,530266,1886105,6617,223294,62.5,High,1534,1239,389,3162
ASM001542,EVT010,LOC028,Tiruvallur,Tiruvallur Response Zone,T+24h,24,SIM002,13.143,79.9088,HUB001,39.76,750000,411327,54.84,84,6331,107424,75.73,75.05,56.99,59.6,380.78,138.86,24.06,2.25,4.44,2.4,0.0,0.0,0.0,0.0,13020,56.99,102.51,2264.81,577067,1902833,7055,242410,65.26,High,1628,1311,259,3198
ASM001543,EVT010,LOC028,Tiruvallur,Tiruvallur Response Zone,T+24h,24,SIM003,13.143,79.9088,HUB001,39.76,750000,434601,57.95,165,10356,41743,81.47,50.5,70.14,61.85,354.65,118.34,25.3,2.08,6.11,2.55,0.0,0.0,0.0,0.0,15127,70.14,92.67,2264.16,619684,2050166,7572,262355,64.03,High,1891,1409,420,3720
ASM001544,EVT010,LOC028,Tiruvallur,Tiruvallur Response Zone,T+24h,24,SIM004,13.143,79.9088,HUB001,39.76,750000,438230,58.43,83,12249,112385,87.08,70.74,59.22,73.99,265.42,119.3,26.59,2.62,5.37,3.86,0.0,0.0,0.0,0.0,16605,59.22,92.86,2482.31,634691,2108263,8273,270691,72.31,High,2076,1470,497,4043
ASM001545,EVT010,LOC028,Tiruvallur,Tiruvallur Response Zone,T+24h,24,SIM005,13.143,79.9088,HUB001,39.76,750000,406239,54.17,132,3964,72612,76.81,60.4,59.0,64.34,309.54,128.34,29.36,0.96,5.4,3.0,0.0,0.0,0.0,0.0,13100,59.0,91.81,2200.25,571681,1999485,7199,240507,62.32,High,1638,1332,164,3134
ASM001546,EVT010,LOC028,Tiruvallur,Tiruvallur Response Zone,T+36h,36,SIM001,13.143,79.9088,HUB001,39.76,750000,378424,50.46,69,4214,75208,67.98,58.87,65.02,56.83,265.48,121.13,26.55,1.71,5.56,1.69,0.0,0.0,0.0,0.0,10364,65.02,90.88,2016.0,519160,1790667,6365,215678,57.09,Moderate,1296,1196,174,2666
ASM001547,EVT010,LOC028,Tiruvallur,Tiruvallur Response Zone,T+36h,36,SIM002,13.143,79.9088,HUB001,39.76,750000,365314,48.71,128,8139,77308,67.69,56.25,65.46,52.12,272.66,122.1,25.27,1.38,4.66,3.62,0.0,0.0,0.0,0.0,9947,65.46,93.45,1947.02,500759,1702656,5938,207946,57.57,Moderate,1244,1139,330,2713
ASM001548,EVT010,LOC028,Tiruvallur,Tiruvallur Response Zone,T+36h,36,SIM003,13.143,79.9088,HUB001,39.76,750000,351957,46.93,66,7510,57822,68.74,47.34,71.38,50.44,295.21,116.74,30.7,1.45,6.34,2.3,0.0,0.0,0.0,0.0,9787,71.38,93.73,1869.11,483926,1746964,5650,201266,55.08,Moderate,1224,1116,305,2645
ASM001549,EVT010,LOC028,Tiruvallur,Tiruvallur Response Zone,T+36h,36,SIM004,13.143,79.9088,HUB001,39.76,750000,327752,43.7,30,3351,40060,62.1,49.41,64.55,49.19,233.48,102.94,30.23,1.66,5.28,3.24,0.0,0.0,0.0,0.0,7916,64.55,95.36,1701.88,441936,1609613,5212,181981,50.49,Moderate,990,1025,139,2154
ASM001550,EVT010,LOC028,Tiruvallur,Tiruvallur Response Zone,T+36h,36,SIM005,13.143,79.9088,HUB001,39.76,750000,369454,49.26,71,5986,65002,69.45,52.96,61.01,54.51,308.64,124.2,25.56,1.33,6.21,2.19,0.0,0.0,0.0,0.0,10417,61.01,93.61,1953.32,509031,1730454,6111,211926,57.16,Moderate,1303,1161,244,2708
ASM001551,EVT010,LOC028,Tiruvallur,Tiruvallur Response Zone,T+48h,48,SIM001,13.143,79.9088,HUB001,39.76,750000,349150,46.55,132,8324,82820,66.08,65.5,62.31,61.99,277.1,115.58,30.23,1.6,4.91,2.62,0.0,0.0,0.0,0.0,9197,62.31,95.05,1921.88,476347,1720227,6089,197336,60.26,High,1150,1125,339,2614
ASM001552,EVT010,LOC028,Tiruvallur,Tiruvallur Response Zone,T+48h,48,SIM002,13.143,79.9088,HUB001,39.76,750000,363712,48.49,99,6441,60070,63.85,58.4,64.69,53.45,299.14,151.29,31.47,1.93,5.4,2.23,0.0,0.0,0.0,0.0,9136,64.69,90.4,1917.73,492982,1813625,5970,203547,56.35,Moderate,1142,1155,263,2560
ASM001553,EVT010,LOC028,Tiruvallur,Tiruvallur Response Zone,T+48h,48,SIM003,13.143,79.9088,HUB001,39.76,750000,355379,47.38,74,6347,72304,63.51,64.48,68.06,52.7,308.6,143.92,30.66,1.08,4.9,2.58,0.0,0.0,0.0,0.0,8859,68.06,89.87,1898.04,481195,1755627,5801,198576,56.69,Moderate,1108,1123,259,2490
ASM001554,EVT010,LOC028,Tiruvallur,Tiruvallur Response Zone,T+48h,48,SIM004,13.143,79.9088,HUB001,39.76,750000,363677,48.49,133,5685,39961,67.94,51.94,59.88,53.83,207.8,102.94,25.58,1.68,5.23,2.56,0.0,0.0,0.0,0.0,9954,59.88,96.67,1873.98,498884,1701561,5986,207245,56.35,Moderate,1245,1139,232,2616
ASM001555,EVT010,LOC028,Tiruvallur,Tiruvallur Response Zone,T+48h,48,SIM005,13.143,79.9088,HUB001,39.76,750000,370319,49.38,112,3900,43180,66.01,49.67,60.84,52.06,313.73,114.72,26.95,1.87,4.47,2.4,0.0,0.0,0.0,0.0,9741,60.84,96.04,1904.99,505128,1757688,6016,209238,54.03,Moderate,1218,1158,161,2537
ASM001556,EVT010,LOC028,Tiruvallur,Tiruvallur Response Zone,T+72h,72,SIM001,13.143,79.9088,HUB001,39.76,750000,315624,42.08,31,6418,27533,63.3,46.81,59.55,44.07,358.56,100.97,27.41,1.78,4.62,2.11,0.0,0.0,0.0,0.0,7832,59.55,97.76,1608.78,427099,1502523,4825,176195,51.67,Moderate,979,969,261,2209
ASM001557,EVT010,LOC028,Tiruvallur,Tiruvallur Response Zone,T+72h,72,SIM002,13.143,79.9088,HUB001,39.76,750000,310905,41.45,53,7096,50954,61.34,51.36,68.62,53.66,300.88,87.58,24.71,1.29,5.21,1.87,0.0,0.0,0.0,0.0,7380,68.62,89.68,1630.02,418279,1431616,5111,172039,53.22,Moderate,923,961,289,2173
ASM001558,EVT010,LOC028,Tiruvallur,Tiruvallur Response Zone,T+72h,72,SIM003,13.143,79.9088,HUB001,39.76,750000,325773,43.44,41,7953,36264,59.38,47.38,69.01,51.77,401.09,137.32,28.81,1.28,4.82,2.43,0.0,0.0,0.0,0.0,7381,69.01,92.12,1674.39,435723,1570984,5282,178667,52.07,Moderate,923,1015,323,2261
ASM001559,EVT010,LOC028,Tiruvallur,Tiruvallur Response Zone,T+72h,72,SIM004,13.143,79.9088,HUB001,39.76,750000,361431,48.19,48,8074,74024,62.23,64.76,54.93,54.38,283.41,148.35,29.17,2.07,5.25,3.23,0.0,0.0,0.0,0.0,8757,54.93,96.21,1928.83,487547,1754137,5973,200806,58.59,Moderate,1095,1138,328,2561
ASM001560,EVT010,LOC028,Tiruvallur,Tiruvallur Response Zone,T+72h,72,SIM005,13.143,79.9088,HUB001,39.76,750000,290006,38.67,95,2582,39367,56.69,45.52,66.6,43.55,277.18,117.0,28.77,1.12,5.47,2.88,0.0,0.0,0.0,0.0,6143,66.6,95.4,1503.42,384771,1394727,4416,157105,45.82,Moderate,768,885,107,1760
ASM001561,EVT010,LOC009,Kancheepuram,Kancheepuram Response Zone,T+0h,0,SIM001,12.8342,79.7036,HUB001,67.38,600000,227596,37.93,41,3139,20141,45.68,33.03,72.28,34.1,189.12,100.46,27.85,1.48,4.4,2.06,0.0,0.0,0.0,0.0,3442,72.28,141.37,1200.49,291940,1073025,3207,117028,39.18,Low,431,667,129,1227
ASM001562,EVT010,LOC009,Kancheepuram,Kancheepuram Response Zone,T+0h,0,SIM002,12.8342,79.7036,HUB001,67.38,600000,222635,37.11,72,4573,50121,42.98,51.34,59.08,39.62,381.84,110.19,27.05,1.1,5.83,2.37,0.0,0.0,0.0,0.0,3037,59.08,162.82,1261.14,283175,1037366,3285,112977,45.09,Moderate,380,655,187,1222
ASM001563,EVT010,LOC009,Kancheepuram,Kancheepuram Response Zone,T+0h,0,SIM003,12.8342,79.7036,HUB001,67.38,600000,217268,36.21,66,2070,37180,37.5,44.16,64.38,31.73,285.77,105.68,25.77,1.28,3.0,0.58,0.0,0.0,0.0,0.0,2607,64.38,154.34,1180.34,271587,992354,3000,107278,37.76,Low,326,621,86,1033
ASM001564,EVT010,LOC009,Kancheepuram,Kancheepuram Response Zone,T+0h,0,SIM004,12.8342,79.7036,HUB001,67.38,600000,208604,34.77,55,1721,40570,41.29,53.79,71.18,31.44,254.73,111.02,28.29,1.51,3.22,2.07,0.0,0.0,0.0,0.0,2651,71.18,142.58,1152.17,263914,984870,2873,104973,39.36,Low,332,605,72,1009
ASM001565,EVT010,LOC009,Kancheepuram,Kancheepuram Response Zone,T+0h,0,SIM005,12.8342,79.7036,HUB001,67.38,600000,206306,34.38,54,2094,46625,44.32,53.84,60.12,34.82,325.01,77.51,24.93,1.5,4.77,1.17,0.0,0.0,0.0,0.0,2966,60.12,152.93,1167.13,263511,938364,2925,105381,41.93,Low,371,598,87,1056
ASM001566,EVT010,LOC009,Kancheepuram,Kancheepuram Response Zone,T+3h,3,SIM001,12.8342,79.7036,HUB001,67.38,600000,216963,36.16,60,4603,34690,42.32,44.38,61.7,44.17,259.35,135.37,24.21,1.48,4.42,1.39,0.0,0.0,0.0,0.0,2881,61.7,159.67,1201.13,275389,976507,3320,109741,44.15,Low,361,637,188,1186
ASM001567,EVT010,LOC009,Kancheepuram,Kancheepuram Response Zone,T+3h,3,SIM002,12.8342,79.7036,HUB001,67.38,600000,208443,34.74,59,4368,18351,46.7,31.1,67.03,38.18,298.67,105.22,27.68,1.78,5.85,3.3,0.0,0.0,0.0,0.0,3269,67.03,146.37,1127.83,268223,981544,3040,107712,41.16,Low,409,617,178,1204
ASM001568,EVT010,LOC009,Kancheepuram,Kancheepuram Response Zone,T+3h,3,SIM003,12.8342,79.7036,HUB001,67.38,600000,230865,38.48,67,3804,21288,45.26,36.4,71.81,40.5,190.57,121.93,28.69,1.31,4.39,1.43,0.0,0.0,0.0,0.0,3438,71.81,146.28,1231.64,295748,1098685,3431,118469,41.69,Low,430,688,156,1274
ASM001569,EVT010,LOC009,Kancheepuram,Kancheepuram Response Zone,T+3h,3,SIM004,12.8342,79.7036,HUB001,67.38,600000,250116,41.69,70,3908,54717,48.47,51.38,57.11,40.03,345.85,107.77,25.88,1.54,5.03,2.63,0.0,0.0,0.0,0.0,4166,57.11,163.13,1395.91,323617,1154844,3703,130352,46.8,Moderate,521,740,160,1421
ASM001570,EVT010,LOC009,Kancheepuram,Kancheepuram Response Zone,T+3h,3,SIM005,12.8342,79.7036,HUB001,67.38,600000,209619,34.94,53,3647,19344,41.23,35.15,64.33,31.18,187.04,103.24,30.78,1.14,4.95,2.36,0.0,0.0,0.0,0.0,2657,64.33,152.91,1129.6,265152,1018262,2881,105454,38.51,Low,333,613,149,1095
ASM001571,EVT010,LOC009,Kancheepuram,Kancheepuram Response Zone,T+6h,6,SIM001,12.8342,79.7036,HUB001,67.38,600000,279481,46.58,86,6100,43753,57.29,51.27,57.93,51.9,341.95,90.31,27.71,1.66,5.09,3.56,0.0,0.0,0.0,0.0,6012,57.93,161.3,1544.2,371480,1328372,4535,151824,53.74,Moderate,752,864,249,1865
ASM001572,EVT010,LOC009,Kancheepuram,Kancheepuram Response Zone,T+6h,6,SIM002,12.8342,79.7036,HUB001,67.38,600000,242058,40.34,58,5512,46304,51.88,54.7,51.49,50.57,377.89,146.19,29.41,1.34,3.41,3.08,0.0,0.0,0.0,0.0,4487,51.49,166.93,1380.64,316500,1168008,3890,128221,51.55,Moderate,561,745,225,1531
ASM001573,EVT010,LOC009,Kancheepuram,Kancheepuram Response Zone,T+6h,6,SIM003,12.8342,79.7036,HUB001,67.38,600000,250351,41.73,44,3122,45250,51.99,59.9,49.71,44.28,165.97,75.95,26.43,0.79,4.21,2.4,0.0,0.0,0.0,0.0,4655,49.71,165.95,1396.46,327451,1167014,3834,132681,49.81,Moderate,582,753,129,1464
ASM001574,EVT010,LOC009,Kancheepuram,Kancheepuram Response Zone,T+6h,6,SIM004,12.8342,79.7036,HUB001,67.38,600000,259664,43.28,45,3617,24437,56.63,41.48,60.37,46.68,305.93,134.42,24.34,1.23,5.18,2.37,0.0,0.0,0.0,0.0,5492,60.37,154.3,1391.71,344454,1185363,4051,140630,48.18,Moderate,687,785,149,1621
ASM001575,EVT010,LOC009,Kancheepuram,Kancheepuram Response Zone,T+6h,6,SIM005,12.8342,79.7036,HUB001,67.38,600000,247128,41.19,60,4686,25967,50.59,46.1,67.48,46.63,174.58,95.52,28.21,0.9,4.08,2.39,0.0,0.0,0.0,0.0,4405,67.48,151.52,1334.82,321847,1174845,3854,130105,47.5,Moderate,551,750,192,1493
ASM001576,EVT010,LOC009,Kancheepuram,Kancheepuram Response Zone,T+12h,12,SIM001,12.8342,79.7036,HUB001,67.38,600000,249205,41.53,68,4833,61892,55.99,65.89,58.9,46.35,377.12,121.11,24.41,1.66,3.13,1.94,0.0,0.0,0.0,0.0,5182,58.9,157.61,1422.78,329937,1138055,3878,134564,53.33,Moderate,648,752,198,1598
ASM001577,EVT010,LOC009,Kancheepuram,Kancheepuram Response Zone,T+12h,12,SIM002,12.8342,79.7036,HUB001,67.38,600000,242167,40.36,23,2902,23205,54.33,40.59,61.68,43.01,278.78,124.12,31.7,1.34,4.98,2.51,0.0,0.0,0.0,0.0,4815,61.68,151.18,1319.48,319014,1201321,3672,129760,45.41,Moderate,602,743,120,1465
ASM001578,EVT010,LOC009,Kancheepuram,Kancheepuram Response Zone,T+12h,12,SIM003,12.8342,79.7036,HUB001,67.38,600000,234542,39.09,33,2180,37429,50.35,38.75,69.65,37.21,279.23,160.85,24.21,1.88,5.67,2.63,0.0,0.0,0.0,0.0,4150,69.65,146.09,1273.69,305232,1063109,3393,123339,41.5,Low,519,688,91,1298
ASM001579,EVT010,LOC009,Kancheepuram,Kancheepuram Response Zone,T+12h,12,SIM004,12.8342,79.7036,HUB001,67.38,600000,227444,37.91,69,2218,33785,48.83,41.5,67.34,36.72,226.76,89.02,31.76,0.91,3.62,1.7,0.0,0.0,0.0,0.0,3834,67.34,148.11,1253.56,294613,1124045,3277,118743,41.6,Low,480,684,92,1256
ASM001580,EVT010,LOC009,Kancheepuram,Kancheepuram Response Zone,T+12h,12,SIM005,12.8342,79.7036,HUB001,67.38,600000,246297,41.05,76,4582,50289,53.89,60.29,59.29,46.61,225.34,111.08,26.16,0.94,5.14,1.93,0.0,0.0,0.0,0.0,4837,59.29,161.94,1391.87,324014,1146414,3841,131698,51.5,Moderate,605,746,188,1539
ASM001581,EVT010,LOC009,Kancheepuram,Kancheepuram Response Zone,T+24h,24,SIM001,12.8342,79.7036,HUB001,67.38,600000,333082,55.51,94,6424,82898,74.26,72.51,46.94,60.12,277.71,141.49,24.93,1.39,3.83,2.42,0.0,0.0,0.0,0.0,10273,46.94,168.93,1923.07,465329,1554945,5734,195070,66.3,High,1285,1064,262,2611
ASM001582,EVT010,LOC009,Kancheepuram,Kancheepuram Response Zone,T+24h,24,SIM002,12.8342,79.7036,HUB001,67.38,600000,262739,43.79,70,6275,36032,70.04,53.86,57.82,57.71,282.5,106.52,25.14,1.18,4.7,1.47,0.0,0.0,0.0,0.0,7494,57.82,160.63,1485.32,362622,1225177,4447,151101,58.16,Moderate,937,831,256,2024
ASM001583,EVT010,LOC009,Kancheepuram,Kancheepuram Response Zone,T+24h,24,SIM003,12.8342,79.7036,HUB001,67.38,600000,300802,50.13,40,6372,62880,74.46,66.71,48.47,57.48,315.84,141.9,30.85,2.36,6.49,1.95,0.0,0.0,0.0,0.0,9311,48.47,167.85,1749.2,420473,1502448,5083,176315,63.73,High,1164,976,260,2400
ASM001584,EVT010,LOC009,Kancheepuram,Kancheepuram Response Zone,T+24h,24,SIM004,12.8342,79.7036,HUB001,67.38,600000,310085,51.68,44,6987,37719,70.25,53.07,60.97,54.47,328.48,105.78,27.59,2.15,4.87,2.52,0.0,0.0,0.0,0.0,8879,60.97,152.69,1698.56,428223,1487895,5128,178490,59.16,Moderate,1110,983,285,2378
ASM001585,EVT010,LOC009,Kancheepuram,Kancheepuram Response Zone,T+24h,24,SIM005,12.8342,79.7036,HUB001,67.38,600000,328474,54.75,100,6937,43180,74.3,57.3,57.18,60.22,263.7,99.55,27.56,1.93,5.31,2.06,0.0,0.0,0.0,0.0,10139,57.18,160.45,1823.81,458949,1581015,5658,192407,63.09,High,1268,1059,283,2610
ASM001586,EVT010,LOC009,Kancheepuram,Kancheepuram Response Zone,T+36h,36,SIM001,12.8342,79.7036,HUB001,67.38,600000,350584,58.43,97,10204,48838,86.87,58.89,59.16,69.55,260.62,142.88,29.49,1.67,5.98,3.42,0.0,0.0,0.0,0.0,13244,59.16,158.26,2000.9,507457,1742260,6432,216368,69.32,High,1656,1178,414,3248
ASM001587,EVT010,LOC009,Kancheepuram,Kancheepuram Response Zone,T+36h,36,SIM002,12.8342,79.7036,HUB001,67.38,600000,344464,57.41,96,8725,39432,78.26,54.37,58.45,66.03,315.73,157.94,25.31,1.98,4.79,3.23,0.0,0.0,0.0,0.0,11382,58.45,156.88,1902.06,486739,1620703,6174,205179,65.27,High,1423,1120,355,2898
ASM001588,EVT010,LOC009,Kancheepuram,Kancheepuram Response Zone,T+36h,36,SIM003,12.8342,79.7036,HUB001,67.38,600000,343042,57.17,71,9643,83171,77.3,71.29,56.21,63.45,348.39,151.89,30.36,1.45,6.02,3.3,0.0,0.0,0.0,0.0,11153,56.21,161.89,1998.76,483410,1708058,6042,203507,67.68,High,1395,1128,392,2915
ASM001589,EVT010,LOC009,Kancheepuram,Kancheepuram Response Zone,T+36h,36,SIM004,12.8342,79.7036,HUB001,67.38,600000,346034,57.67,120,9591,36865,82.22,49.9,65.06,73.83,241.63,137.84,28.03,1.61,7.37,2.71,0.0,0.0,0.0,0.0,12188,65.06,154.19,1940.2,494443,1685435,6526,209542,66.58,High,1524,1158,390,3072
ASM001590,EVT010,LOC009,Kancheepuram,Kancheepuram Response Zone,T+36h,36,SIM005,12.8342,79.7036,HUB001,67.38,600000,337861,56.31,74,8610,75443,82.24,66.21,50.21,64.25,320.63,155.01,24.11,1.63,7.06,1.78,0.0,0.0,0.0,0.0,11903,50.21,174.33,1964.49,482787,1572752,5983,204607,68.51,High,1488,1097,350,2935
ASM001591,EVT010,LOC009,Kancheepuram,Kancheepuram Response Zone,T+48h,48,SIM001,12.8342,79.7036,HUB001,67.38,600000,280090,46.68,104,6070,66582,62.43,61.23,61.81,58.8,367.19,121.97,29.75,2.16,4.05,2.74,0.0,0.0,0.0,0.0,6816,61.81,155.67,1617.45,378039,1368465,4777,155748,57.96,Moderate,852,891,248,1991
ASM001592,EVT010,LOC009,Kancheepuram,Kancheepuram Response Zone,T+48h,48,SIM002,12.8342,79.7036,HUB001,67.38,600000,265239,44.21,30,6151,49996,68.5,61.93,52.07,58.51,269.95,111.8,31.52,1.0,5.67,1.54,0.0,0.0,0.0,0.0,7340,52.07,169.34,1549.6,364433,1328269,4515,151515,59.82,Moderate,918,856,251,2025
ASM001593,EVT010,LOC009,Kancheepuram,Kancheepuram Response Zone,T+48h,48,SIM003,12.8342,79.7036,HUB001,67.38,600000,263714,43.95,64,3697,41067,65.13,53.23,57.89,48.43,208.5,143.17,31.09,1.35,2.66,2.5,0.0,0.0,0.0,0.0,6809,57.89,155.07,1485.43,358784,1310777,4170,148422,53.4,Moderate,852,830,152,1834
ASM001594,EVT010,LOC009,Kancheepuram,Kancheepuram Response Zone,T+48h,48,SIM004,12.8342,79.7036,HUB001,67.38,600000,317480,52.91,33,5352,69585,67.87,68.16,52.9,55.76,367.29,119.11,30.78,2.12,5.44,2.79,0.0,0.0,0.0,0.0,8676,52.9,169.91,1820.08,435414,1576122,5299,180858,61.19,High,1085,1016,219,2320
ASM001595,EVT010,LOC009,Kancheepuram,Kancheepuram Response Zone,T+48h,48,SIM005,12.8342,79.7036,HUB001,67.38,600000,304007,50.67,68,5381,53257,69.39,57.5,56.16,57.9,356.39,94.65,26.75,1.48,6.55,3.75,0.0,0.0,0.0,0.0,8562,56.16,157.92,1708.35,418789,1443685,5152,174341,59.61,Moderate,1071,966,221,2258
ASM001596,EVT010,LOC009,Kancheepuram,Kancheepuram Response Zone,T+72h,72,SIM001,12.8342,79.7036,HUB001,67.38,600000,290164,48.36,108,7792,46995,69.87,54.72,61.68,57.81,296.56,116.42,26.07,1.71,4.12,2.43,0.0,0.0,0.0,0.0,8249,61.68,153.08,1626.86,400274,1367717,4914,166749,59.11,Moderate,1032,920,317,2269
ASM001597,EVT010,LOC009,Kancheepuram,Kancheepuram Response Zone,T+72h,72,SIM002,12.8342,79.7036,HUB001,67.38,600000,315368,52.56,122,6144,76477,70.08,65.53,49.48,52.92,317.56,126.4,27.62,1.57,4.63,2.58,0.0,0.0,0.0,0.0,9001,49.48,174.82,1818.89,435306,1513516,5156,181398,61.83,High,1126,996,251,2373
ASM001598,EVT010,LOC009,Kancheepuram,Kancheepuram Response Zone,T+72h,72,SIM003,12.8342,79.7036,HUB001,67.38,600000,322732,53.79,116,7778,34382,66.92,45.44,68.84,58.48,367.72,139.0,30.67,1.39,5.16,2.24,0.0,0.0,0.0,0.0,8650,68.84,152.13,1758.06,441388,1598925,5492,183082,57.53,Moderate,1082,1036,316,2434
ASM001599,EVT010,LOC009,Kancheepuram,Kancheepuram Response Zone,T+72h,72,SIM004,12.8342,79.7036,HUB001,67.38,600000,323213,53.87,115,3616,54044,73.28,54.01,54.76,54.16,234.63,103.29,28.73,1.59,5.34,1.67,0.0,0.0,0.0,0.0,9795,54.76,159.18,1809.5,450274,1575162,5333,188498,58.92,Moderate,1225,1032,150,2407
